intern_id,ElmID,Datum,Locatietype,SamengesteldeLegenda,VereenvoudigdeLegenda,ToevoegingLegenda,InterpretatieLegenda,AbiotiekLegenda,Oppervlakte,SbbType
1183,19031,"08/02/13 00:00:00","v","09-13","7","e1+h3",,,4.3842399999999998e-01,"09-g"
1190,19038,"09/02/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,7.8586500000000004e-01,"09A2a"
1193,19042,"09/02/13 00:00:00","v","300-2","28","e1+m",,,5.9249000000000003e-02,"300"
1194,19043,"09/02/13 00:00:00","v","09A2-5","10","e1+v4",,,3.4287699999999999e-01,"09A2b"
1195,19044,"09/02/13 00:00:00","v","09A2-2","10","e1+v4",,,4.8811000000000000e-02,"09A2b"
1202,19051,"09/02/13 00:00:00","v","08C1-4","5","e1",,,1.8579999999999999e-02,"08C1d"
2532,9108,"10/04/13 00:00:00","v","300-2","28","e1+m",,,4.6399400000000007e-01,"300"
1206,19055,"09/03/13 00:00:00","v","09B2-2+09B2-1","9","e1+v3",,,8.8792999999999997e-02,"09B2a+09B2a"
1207,19056,"09/03/13 00:00:00","v","08-2","4","e1",,,4.8143999999999999e-02,"08-f"
1209,19058,"09/03/13 00:00:00","v","08-2","4","e1",,,7.2037000000000004e-02,"08-f"
1213,19062,"09/03/13 00:00:00","v","09B-4","5","e1",,,3.1354000000000000e-02,"09B-a"
1215,19064,"09/03/13 00:00:00","v","09A2-2","10","e1+v4",,,1.4047599999999999e-01,"09A2b"
1216,19065,"09/03/13 00:00:00","v","09A2-5","10","e1+v4",,,1.5126710000000001e+00,"09A2b"
1217,19066,"09/03/13 00:00:00","l",,"0",,,,,
1221,19501,"08/28/13 00:00:00","v","08-6","7","e1",,,1.2831900000000001e+00,"08-a"
1223,19503,"08/28/13 00:00:00","l",,"0",,,,,
1224,19504,"08/28/13 00:00:00","v","50A-1","1","e1",,,2.4417000000000001e-02,"50A"
1225,19505,"08/28/13 00:00:00","v","08-6","7","e1",,,4.7356000000000002e-02,"08-a"
1226,19506,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,2.5657300000000000e-01,"32-e"
2533,9133,"10/04/13 00:00:00","v","300-2","28","e1+m",,,5.0298699999999996e-01,"300"
1305,20052,"08/28/13 00:00:00","v","08B3-8","7","e1+q+v2",,,1.5994900000000001e-01,"08B3d"
1306,20053,"08/28/13 00:00:00","v","09-13","7","e1+h3+q",,,1.5216199999999999e-01,"09-g"
1309,20056,"08/28/13 00:00:00","v","16-13","14","e1",,,2.2370599999999999e-01,"16/c"
1311,20058,"08/28/13 00:00:00","v","08C-10","6","e1+q",,,2.6654099999999997e-01,"08C-a"
1315,20501,"10/02/13 00:00:00","l",,"0",,,,,
1317,20503,"10/02/13 00:00:00","v","16A-7","17","e1+m+p2+v2",,,2.5209700000000002e-01,"16A-a"
1319,20505,"10/02/13 00:00:00","v","09-10","11","e1+q+v2",,,6.1282999999999990e-02,"09-i"
1320,20506,"10/02/13 00:00:00","v","09A2-1","10","e1+h3+q+v2",,,1.2177400000000001e-01,"09A2a"
1323,20509,"10/02/13 00:00:00","v","09A2-5","10","e1+h2+o2+v4",,,1.4021100000000000e-01,"09A2b"
1324,20510,"10/02/13 00:00:00","l",,"0",,,,,
1326,20512,"10/02/13 00:00:00","l",,"0",,,,,
1229,19509,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,3.4488400000000002e-01,"32-e"
1233,19513,"08/30/13 00:00:00","v","05D4-1+08-6","3","e1",,,2.3297200000000001e-01,"05D4+08-a"
1235,19515,"08/30/13 00:00:00","v","08-6","7","e1",,,1.6944300000000001e-01,"08-a"
1236,19516,"08/30/13 00:00:00","v","08-6","7","e1",,,3.5066000000000000e-02,"08-a"
1238,19518,"08/30/13 00:00:00","v","08-6","7","e1",,,4.5851700000000001e-01,"08-a"
1239,19519,"08/30/13 00:00:00","l",,"0",,,,,
1240,19520,"08/30/13 00:00:00","v","32-4","19","e1+r4",,,1.3173499999999999e-01,"32-e"
1242,19522,"08/30/13 00:00:00","v","12B-1+32-4","14","e1+r3",,,8.3763000000000004e-02,"12B-j+32-e"
1243,19523,"08/30/13 00:00:00","v","50A-1","1","e1",,,3.6563999999999999e-02,"50A"
1244,19524,"08/30/13 00:00:00","v","08-6","7","e1",,,3.8641000000000002e-02,"08-a"
1245,19525,"08/30/13 00:00:00","v","32-4","19","e1+r4",,,3.1818000000000002e-01,"32-e"
1249,19529,"08/30/13 00:00:00","v","08-6","7","e1",,,1.4777399999999999e-01,"08-a"
1250,19530,"08/30/13 00:00:00","v","16-12+16-4","14","e1",,,5.6818999999999997e-01,"16/a+16-r"
1260,20007,"08/28/13 00:00:00","v","32-4","19","e1",,,8.4252999999999989e-01,"32-e"
1264,20011,"08/28/13 00:00:00","v","16-13","14","e1+r3",,,3.7865700000000002e-01,"16/c"
1265,20012,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,1.6641239999999997e+00,"32-e"
1272,20019,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,5.0077000000000003e-02,"32-e"
1275,20022,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,6.4289499999999999e-01,"32-e"
1276,20023,"08/28/13 00:00:00","v","50A-1","1","e1+q+t",,,1.9490209999999999e+00,"50A"
1478,24062,"08/12/13 00:00:00","v","09A2-1","10","e1+h2+v4",,,4.5192999999999997e-02,"09A2a"
1480,24064,"08/12/13 00:00:00","v","09-11+39A-2","19","e1+h4",,,1.7814800000000000e-01,"09-g+39A-f"
1483,24067,"08/12/13 00:00:00","v","09A2-1","10","e1+h3+v4",,,2.2043399999999996e-01,"09A2a"
1486,24070,"08/14/13 00:00:00","v","08B3-4","5","e1",,,1.2953999999999999e-01,"08B3c"
1490,24074,"08/14/13 00:00:00","l",,"0",,,,,
1492,24076,"08/14/13 00:00:00","v","32-7","19","e1",,,1.2559100000000001e-01,"32-d"
1493,24077,"08/14/13 00:00:00","v","08B3-5","5","e1+h2+v1",,,5.3688000000000000e-02,"08B3b"
1495,24080,"08/14/13 00:00:00","v","09A2-6","10","e1+h2+v4",,,2.2419200000000000e-01,"09A2a"
1497,24082,"08/14/13 00:00:00","l",,"0",,,,,
1498,24083,"08/16/13 00:00:00","l",,"0",,,,,
1278,20025,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,2.3055680000000001e+00,"32-e"
1280,20027,"08/28/13 00:00:00","v","50A-1","1","e1",,,3.7005999999999997e-02,"50A"
1281,20028,"08/28/13 00:00:00","l",,"0",,,,,
1283,20030,"08/28/13 00:00:00","v","08-5","7","e1+q",,,5.1973999999999999e-02,"08-f"
1284,20031,"08/28/13 00:00:00","l",,"0",,,,,
1286,20033,"08/28/13 00:00:00","l",,"0",,,,,
1287,20034,"08/28/13 00:00:00","v","32-5","19","e1+r4",,,7.6513999999999999e-02,"32-f"
1288,20035,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,1.8251800000000001e-01,"32-e"
1290,20037,"08/28/13 00:00:00","v","50A-1","1","e1",,,7.0690200000000003e-01,"50A"
1291,20038,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,2.7761000000000001e-02,"32-e"
1294,20041,"08/28/13 00:00:00","v","32-4","19","e1+r4",,,4.0016999999999997e-02,"32-e"
1299,20046,"08/28/13 00:00:00","l",,"0",,,,,
1301,20048,"08/28/13 00:00:00","l",,"0",,,,,
1328,20514,"10/02/13 00:00:00","v","32-9","19","e1",,,2.1117000000000000e-02,"32-c"
1331,20517,"10/02/13 00:00:00","v","36A2-2","21","e1",,,5.3103999999999998e-02,"36A2"
1332,20518,"10/02/13 00:00:00","v","39A-2","25","e1",,,6.1788999999999997e-02,"39A-f"
1333,20519,"10/02/13 00:00:00","v","09-11","19","e1",,,3.8879999999999998e-02,"09-g"
1334,20520,"10/02/13 00:00:00","v","39A-2","25","e1",,,8.2475000000000007e-02,"39A-f"
1335,20521,"10/02/13 00:00:00","v","39A-2","25","e1",,,5.8949000000000001e-02,"39A-f"
1341,21005,"09/12/13 00:00:00","v","50A-1","1","e1",,,3.7462200000000001e-01,"50A"
1344,22002,"09/21/13 00:00:00","v","05D4-1+05C1-1","3","e1+t",,,5.4843699999999995e-01,"05D4+05C1"
1349,22007,"09/21/13 00:00:00","v","50A-1","1","e1",,,2.9448400000000002e-01,"50A"
1351,22009,"09/21/13 00:00:00","v","50A-1","1","e1",,,5.1817500000000005e-01,"50A"
1353,22011,"09/21/13 00:00:00","v","50A-1","1","e1",,,1.6993000000000000e-01,"50A"
1354,22012,"09/21/13 00:00:00","v","50A-1","1","e1",,,1.8585900000000000e-01,"50A"
1358,22016,"09/25/13 00:00:00","v","50A-1","1","e1",,,9.4938999999999996e-01,"50A"
1359,22017,"09/25/13 00:00:00","v","50A-1","1","e1",,,1.1134109999999999e+00,"50A"
1364,23005,"09/12/13 00:00:00","v","36A2-1","21","e1+h3",,,2.7570899999999998e-01,"36A2"
1365,23006,"09/12/13 00:00:00","v","39A-2","25","e1",,,5.4982000000000003e-02,"39A-f"
1371,23012,"09/13/13 00:00:00","v","09A2-1","10","e1+h2+o2+v4",,,2.4939099999999997e-01,"09A2a"
1374,23015,"09/13/13 00:00:00","v","50A-1","1","e1",,,7.1240999999999999e-02,"50A"
1380,23021,"09/13/13 00:00:00","v","36A2-2","21","e1",,,2.8136000000000001e-02,"36A2"
1381,23022,"09/13/13 00:00:00","v","09A2-6","10","e1+o4",,,1.2186299999999999e-01,"09A2a"
1384,23025,"09/13/13 00:00:00","v","08B3-3","5","e2+t+v3",,,1.1025900000000000e-01,"08B3c"
1389,23030,"09/13/13 00:00:00","v","09A2-1","10","e1+h4+v3",,,3.3174000000000002e-02,"09A2a"
1390,23031,"09/13/13 00:00:00","v","09A2-1","10","e1+h4+v4",,,3.3973999999999997e-02,"09A2a"
1392,23033,"09/13/13 00:00:00","l",,"0",,,,,
1393,23034,"09/13/13 00:00:00","v","39A-2","25","e1+nt",,,2.8213800000000000e-01,"39A-f"
1395,23036,"09/13/13 00:00:00","v","08C-6","4","e1+nt",,,3.5876999999999999e-02,"08C-c"
1396,23037,"09/13/13 00:00:00","v","40A-5","25","e1+nt",,,9.4899999999999998e-02,"40A-a"
1397,23038,"09/18/13 00:00:00","l",,"0",,,,,
1399,23040,"09/18/13 00:00:00","v","08B3-3","5","e1+h2+o2+t",,,9.8294999999999993e-02,"08B3c"
1415,23056,"09/18/13 00:00:00","v","08B3-3","5","e1+q",,,6.5809999999999994e-02,"08B3c"
1416,23057,"09/18/13 00:00:00","l",,"0",,,,,
1417,24001,"07/08/13 00:00:00","v","09-13","7","e1+h2+t+v1",,,3.1709199999999998e-01,"09-g"
1419,24003,"07/08/13 00:00:00","v","08B3-3+09A2-1","5","e1+h2+t+v2",,,1.0562300000000001e-01,"08B3c+09A2a"
1421,24005,"07/08/13 00:00:00","l",,"0",,,,,
1422,24006,"07/09/13 00:00:00","v","09-13+08B3-4","7","e1+h2+o2+v2",,,1.3885300000000000e-01,"09-g+08B3c"
1423,24007,"07/09/13 00:00:00","v","08B3-3+09A2-1","5","e6+h2+o2+v4",,,7.0532999999999998e-02,"08B3c+09A2a"
1424,24008,"07/09/13 00:00:00","v","09A2-6","10","e1+h2+t+v4",,,2.8444700000000001e-01,"09A2a"
1426,24010,"07/09/13 00:00:00","v","09-13+09A2-1","7","e6+h2+o2+v3",,,9.8514000000000004e-02,"09-g+09A2a"
1429,24013,"08/05/13 00:00:00","v","09A2-2","10","e1+h3+o2+v4",,,8.0694000000000002e-02,"09A2b"
1622,27002,"09/18/13 00:00:00","v","32-9","19","e3+q",,,1.1509999999999999e-01,"32-c"
1623,27003,"09/18/13 00:00:00","v","09A2-6","10","e1+h3+t+v4",,,2.9786800000000002e-01,"09A2a"
2534,26296,"08/29/13 00:00:00","v","300-2","28","e1+m",,,5.4174000000000000e-02,"300"
1634,27014,"09/18/13 00:00:00","v","08B3-4","5","e1+o2+q+v2",,,8.9484999999999995e-02,"08B3c"
1640,27020,"09/20/13 00:00:00","v","08B3-3","5","e2+q+t",,,2.0237300000000000e-01,"08B3c"
1641,27021,"09/20/13 00:00:00","v","08C2-1","6","e1+q",,,1.0565699999999999e-01,"08C2c"
1642,27022,"09/20/13 00:00:00","v","08C2-1","6","e1+q",,,1.3811000000000001e-01,"08C2c"
1645,27025,"09/20/13 00:00:00","v","08-5","7","e1+q",,,9.2652999999999999e-02,"08-f"
1647,27027,"09/20/13 00:00:00","v","08-5+08B3-3","7","e1+q+t+v1",,,3.5700599999999999e-01,"08-f+08B3c"
1650,27030,"09/20/13 00:00:00","v","08B3-3","5","e3+o3+q+v1",,,2.0219799999999999e-01,"08B3c"
1651,27031,"09/20/13 00:00:00","v","08B3-3","5","e2+o2+q+v1",,,5.2738000000000000e-02,"08B3c"
1654,27034,"09/20/13 00:00:00","v","08B3-3","5","e2+q+v1",,,1.8418200000000001e-01,"08B3c"
1657,27037,"09/20/13 00:00:00","v","50A-1","1","e1",,,2.7178999999999995e-02,"50A"
1658,27038,"09/20/13 00:00:00","v","08B3-3","5","e2+q",,,2.5604700000000002e-01,"08B3c"
1659,27039,"09/20/13 00:00:00","v","08B3-3","5","e2+nt+q",,,1.4594599999999999e-01,"08B3c"
1660,27040,"09/20/13 00:00:00","v","08B3-3","5","e2+q",,,7.4850000000000000e-02,"08B3c"
1661,27041,"09/20/13 00:00:00","v","39A-2","25","e1+nt",,,8.3016999999999994e-02,"39A-f"
1662,27042,"09/20/13 00:00:00","v","32-9","19","e1+q+t",,,3.0882199999999999e-01,"32-c"
1663,27043,"09/20/13 00:00:00","v","09A2-6","10","e2+q",,,3.0644399999999999e-01,"09A2a"
1665,27045,"09/20/13 00:00:00","v","50A-1","1","e1+nt",,,3.9775300000000002e-01,"50A"
1672,27052,"09/21/13 00:00:00","v","05B3-2+50A-1","2","e1",,,1.3047700000000001e-01,"05B3b+50A"
1674,27054,"09/21/13 00:00:00","l",,"0",,,,,
1803,28043,"07/15/13 00:00:00","v","16-6+09A2-1","14","e1+p2+v2",,,8.6359000000000005e-02,"16-d+09A2a"
1805,28045,"07/15/13 00:00:00","l",,"0",,,,,
1810,28050,"07/19/13 00:00:00","v","16-5","14","e1+p2",,,7.1661000000000002e-02,"16-g"
1811,28051,"07/19/13 00:00:00","l",,"0",,,,,
1815,28057,"07/19/13 00:00:00","v","09B3-2+09B3-3","8","e1",,,4.7617000000000000e-02,"09B3a+09B3b"
1818,28060,"07/19/13 00:00:00","l",,"0",,,,,
1822,28065,"07/19/13 00:00:00","v","16-11+09A2-1","14","e1+h2+p4+v3",,,6.0738000000000000e-02,"16-r+09A2a"
1827,28070,"07/19/13 00:00:00","v","09-7+09A2-5","9","e1+v4",,,1.1749999999999999e-01,"09-j+09A2b"
2509,26247,"08/29/13 00:00:00","l",,"0",,,,,
1829,28072,"07/21/13 00:00:00","l",,"0",,,,,
1836,28079,"07/21/13 00:00:00","v","09A2-4","10","e5+v4",,,5.3741700000000003e-01,"09A2b"
1837,28080,"07/21/13 00:00:00","v","32-9","19","e5+o2",,,2.5735999999999995e-02,"32-c"
1838,28081,"07/23/13 00:00:00","v","09A2-2","10","e1+p3+v4",,,4.5641000000000001e-02,"09A2b"
1839,28082,"07/23/13 00:00:00","v","09A2-2","10","e6+v4",,,4.3020000000000003e-02,"09A2b"
1847,28091,"07/23/13 00:00:00","v","09A2-4","10","e6+v4",,,9.6296000000000007e-02,"09A2b"
1856,28101,"07/23/13 00:00:00","v","16-7","14","e1+p4",,,6.2755000000000005e-02,"16-i"
1864,28110,"07/31/13 00:00:00","v","08-5","7","e1+p2+r2",,,5.4916000000000000e-02,"08-f"
1865,28111,"07/31/13 00:00:00","l",,"0",,,,,
1875,28121,"08/01/13 00:00:00","l",,"0",,,,,
2481,26295,"08/20/13 00:00:00","v","09A2-2","10","e1+v4",,,1.3818900000000001e-01,"09A2b"
2485,26301,"08/20/13 00:00:00","v","09A2-4","10","e1+v4",,,1.2834400000000001e-01,"09A2b"
2486,26302,"08/20/13 00:00:00","v","09A2-2","10","e6+v4",,,1.7692200000000000e-01,"09A2b"
2489,26305,"08/20/13 00:00:00","v","09B3-6","8","e1",,,1.4598100000000000e-01,"09B3a"
2491,26307,"08/29/13 00:00:00","v","39A-2","25","e6+v1",,,1.3050999999999999e+00,"39A-f"
2492,26308,"08/29/13 00:00:00","v","39A-1","24","e1+v4",,,7.2271900000000000e-01,"39A-f"
2493,26309,"08/29/13 00:00:00","v","39A1-2","22","e1",,,1.1014400000000001e-01,"39A1a"
2494,26311,"08/29/13 00:00:00","v","39A-1","24","e1+v4",,,4.2148200000000008e-01,"39A-f"
2495,26312,"08/29/13 00:00:00","v","09B3-5","8","e1+t+v2",,,1.5463099999999999e-01,"09B3b"
2497,26314,"08/29/13 00:00:00","v","36A2-2","21","e1+nt+o3+v1",,,3.3665899999999999e-01,"36A2"
2498,26315,"08/29/13 00:00:00","l",,"0",,,,,
2499,26316,"08/29/13 00:00:00","v","08B3-3","5","e6+t+v2",,,1.5158900000000000e-01,"08B3c"
2500,26317,"08/29/13 00:00:00","v","09A2-2+09A2-5","10","e1+v4",,,8.4615999999999997e-02,"09A2b+09A2b"
1503,24088,"08/16/13 00:00:00","v","09A2-1","10","e6+h3+t+v3",,,7.7044000000000001e-02,"09A2a"
1504,24089,"08/16/13 00:00:00","v","09A2-1","10","e6+h3+v3",,,1.9517999999999999e-01,"09A2a"
1506,24091,"08/16/13 00:00:00","v","09A2-1","10","e6+h2+t+v3",,,1.0560100000000000e-01,"09A2a"
1512,24097,"08/16/13 00:00:00","v","08B3-3","5","e2+t+v1",,,6.7421999999999996e-02,"08B3c"
1514,24099,"08/16/13 00:00:00","l",,"0",,,,,
1517,24102,"08/16/13 00:00:00","l",,"0",,,,,
1518,25001,"08/14/13 00:00:00","v","39A-2","25","e1",,,4.6826000000000000e-02,"39A-f"
1520,25003,"08/14/13 00:00:00","v","36A2-1+39A-2","21","e1",,,2.5110700000000002e-01,"36A2+39A-f"
1521,25004,"08/14/13 00:00:00","v","32-9","19","e2+nt",,,1.2572000000000000e-01,"32-c"
1522,25005,"08/14/13 00:00:00","v","36A2-1+39A-2","21","e1",,,1.3982300000000000e-01,"36A2+39A-f"
1523,25006,"08/14/13 00:00:00","v","09A2-6","10","e5+h2+v4",,,5.5160000000000001e-02,"09A2a"
1526,25009,"08/21/13 00:00:00","v","09-13+01-1","7","e1+h2",,,9.1278999999999999e-02,"09-g+01-b"
1527,25010,"08/21/13 00:00:00","v","39A-2","25","e1+q+v4",,,6.6150000000000000e-02,"39A-f"
1530,25013,"08/21/13 00:00:00","v","50A-1","1","e1",,,4.5380999999999998e-02,"50A"
1534,25017,"08/21/13 00:00:00","v","09A2-6","10","e1+h2+t+v4",,,1.8195400000000000e-01,"09A2a"
1539,25022,"08/21/13 00:00:00","v","08B3-3","5","e1+nt",,,2.1400200000000000e-01,"08B3c"
1540,25023,"08/21/13 00:00:00","l",,"0",,,,,
1543,25026,"08/21/13 00:00:00","v","32-6","19","e1+q",,,4.2907000000000001e-02,"32-f"
1545,25028,"08/21/13 00:00:00","v","09-13","7","e1+v1",,,1.0977500000000000e-01,"09-g"
1547,25030,"08/21/13 00:00:00","v","39A1-3","22","e1",,,1.9432300000000000e-01,"39A1c"
1549,25032,"08/21/13 00:00:00","v","09-11","19","e1+h4",,,1.8489800000000001e-01,"09-g"
1551,25034,"08/22/13 00:00:00","l",,"0",,,,,
1680,22507,"07/09/13 00:00:00","v","08C1-3","4","e2+o2",,,3.4389000000000003e-02,"08C1c"
1681,22508,"07/09/13 00:00:00","v","16-7+19A1-2","14","e1",,,1.2436400000000002e-01,"16-i+19A1"
1682,22511,"07/22/13 00:00:00","v","05C1-1+05D5-2","3","e1",,,3.6951999999999999e-02,"05C1+05D5a"
1683,22512,"07/22/13 00:00:00","v","09A2-1","10","e1+h2+v4",,,1.5874099999999999e-01,"09A2a"
1684,22513,"07/22/13 00:00:00","v","09A2-6","10","e1+h2+v4",,,5.5370999999999990e-02,"09A2a"
1686,22515,"07/22/13 00:00:00","v","09A2-1+08B3-4","10","e1+h2+t+v3",,,8.8896000000000003e-02,"09A2a+08B3c"
1697,22529,"07/22/13 00:00:00","v","11B2-2","13","e1+v4",,,6.5791000000000002e-02,"11B2"
1698,22530,"07/22/13 00:00:00","v","09-15","17","e1+p3+v3",,,1.5093699999999999e-01,"09-i"
1704,22536,"08/20/13 00:00:00","v","09A2-2","10","e1+v4",,,2.4667999999999999e-02,"09A2b"
1707,22539,"08/20/13 00:00:00","v","09B-4+09A2-2","5","e1+v3",,,4.1804000000000001e-02,"09B-a+09A2b"
1708,22540,"08/20/13 00:00:00","v","09B-4","5","e1",,,6.1521000000000006e-02,"09B-a"
1709,22541,"08/20/13 00:00:00","v","19A1-1+16A-7","18","e1+m+p2+v2",,,1.1975900000000002e-01,"19A1+16A-a"
1714,22546,"08/20/13 00:00:00","v","09B3-2","8","e1+t",,,1.0406099999999999e-01,"09B3a"
1723,22555,"08/20/13 00:00:00","v","08B3-8+09-11","7","e1+h2+o2",,,3.1377500000000003e-01,"08B3d+09-g"
1724,22556,"08/20/13 00:00:00","v","16A-7","17","e1+m+o2+p2+q+y1",,,1.9930600000000001e-01,"16A-a"
1725,22557,"08/20/13 00:00:00","v","08C-9","5","e1",,,5.5921999999999999e-02,"08C-e"
1726,22558,"08/20/13 00:00:00","v","09B-4+09A2-5","5","e1+v3+y1",,,1.0097399999999999e-01,"09B-a+09A2b"
1727,22560,"08/20/13 00:00:00","v","05D5-2+05C1-1","3","e1",,,8.1341999999999998e-02,"05D5a+05C1"
1728,22561,"09/04/13 00:00:00","v","36A2-2","21","e1",,,1.3676800000000000e-01,"36A2"
1729,22562,"09/04/13 00:00:00","v","32-4","19","e1+q",,,2.0596900000000001e-01,"32-e"
1731,22564,"10/15/13 00:00:00","v","09-11","19","e1",,,2.8764999999999999e-02,"09-g"
1732,22565,"10/15/13 00:00:00","v","36A2-2","21","e1",,,4.3607000000000000e-02,"36A2"
1733,22566,"10/15/13 00:00:00","v","08C-9","5","e1+q+t+v1",,,3.8879799999999998e-01,"08C-e"
1734,22567,"10/15/13 00:00:00","v","08-2","4","e1+t",,,1.4584000000000000e-02,"08-f"
1735,22568,"10/15/13 00:00:00","v","16-14","17","e1",,,5.3577000000000000e-02,"16A-e"
1736,22569,"10/15/13 00:00:00","v","36A2-2","21","e1",,,3.9090000000000000e-02,"36A2"
1737,22570,"10/15/13 00:00:00","v","16-14","17","e1",,,3.3833000000000002e-02,"16A-e"
1738,22571,"10/15/13 00:00:00","l",,"0",,,,,
1739,22572,"10/15/13 00:00:00","l",,"0",,,,,
1741,22574,"10/15/13 00:00:00","v","08C-9","5","e1",,,1.4967700000000000e-01,"08C-e"
1742,22575,"10/15/13 00:00:00","v","05D5-2","3","e1",,,2.8850199999999998e-01,"05D5a"
1743,22576,"10/15/13 00:00:00","v","05D5-2","3","e1",,,2.9048000000000001e-02,"05D5a"
1748,22581,"10/15/13 00:00:00","v","05D5-2","3","e1",,,1.0194900000000000e-01,"05D5a"
1752,22585,"10/15/13 00:00:00","v","19-1+16A-7+19A1-1","17","e1+m",,,1.7503299999999999e-01,"19-e+16A-a+19A1"
1753,22586,"10/15/13 00:00:00","v","08C-9","5","e1+o2+q+t+v2",,,7.0135599999999998e-01,"08C-e"
1754,22587,"10/15/13 00:00:00","v","08C-9","5","e6+o2+q+v2",,,5.3163000000000002e-02,"08C-e"
1757,22591,"10/15/13 00:00:00","v","09B-4","5","e1+t",,,6.3644000000000006e-02,"09B-a"
1758,22592,"10/15/13 00:00:00","v","09B-4","5","e1+q+v1",,,1.0443100000000000e-01,"09B-a"
1760,22594,"10/15/13 00:00:00","v","09A2-2","10","e1+o2+q+v4",,,3.6250999999999999e-02,"09A2b"
1761,22595,"10/15/13 00:00:00","v","09A2-6","10","e1+o2+q+v3",,,4.0239999999999998e-02,"09A2a"
1762,28001,"06/21/13 00:00:00","v","09-12","19","e1+p4+v3",,,1.1501000000000001e-02,"09-k"
1765,28004,"06/21/13 00:00:00","v","16B1-2","16","e1+p3",,,2.1891999999999998e-02,"16B1a"
1768,28007,"06/21/13 00:00:00","v","32-4","19","e1+h2+p2+r3",,,2.5534999999999999e-02,"32-e"
1769,28008,"06/21/13 00:00:00","v","09A-3","12","e1+h2+p2+v2",,,1.9275000000000000e-02,"09A-a"
1770,28009,"06/21/13 00:00:00","v","09-11","19","e1+h4",,,4.6004999999999997e-02,"09-g"
1771,28010,"06/21/13 00:00:00","v","09-12","19","e1+p4+v2",,,1.0891000000000000e-02,"09-k"
1773,28012,"06/21/13 00:00:00","v","09-12","19","e1+p4+v4",,,3.6220000000000002e-02,"09-k"
1774,28013,"06/21/13 00:00:00","v","16-7","14","e1+p3+v2",,,6.1848000000000000e-02,"16-i"
1775,28014,"06/21/13 00:00:00","v","09-12","19","e1+p4+v4",,,2.1825000000000001e-02,"09-k"
1779,28018,"06/21/13 00:00:00","v","09A3-1","12","e1+v2",,,1.3376000000000002e-02,"09A3a"
1781,28020,"06/21/13 00:00:00","v","16A-7","17","e1",,,7.7637999999999999e-02,"16A-a"
1784,28023,"06/21/13 00:00:00","v","19-1+09A-4","17","e1",,,7.9788999999999999e-02,"19-e+09A-a"
1786,28025,"06/21/13 00:00:00","v","09-12","19","e1+p4",,,9.4951999999999995e-02,"09-k"
1788,28027,"06/21/13 00:00:00","v","19-1","17","e1+p3",,,1.5758999999999999e-02,"19-e"
1790,28029,"06/21/13 00:00:00","v","16-8","15","e1+p3+r3",,,8.3643999999999996e-02,"16-a"
1792,28031,"06/21/13 00:00:00","v","16B-4","15","e1",,,2.5506999999999998e-02,"16B-e"
1793,28032,"06/21/13 00:00:00","v","09-12","19","e1+p4",,,6.5368999999999997e-02,"09-k"
1795,28035,"07/15/13 00:00:00","l",,"0",,,,,
1796,28036,"07/15/13 00:00:00","v","16-6+09A2-1","14","e1+h2+p3+v2",,,1.3503100000000001e-01,"16-d+09A2a"
1797,28037,"07/15/13 00:00:00","v","05B3-1","2","e1",,,5.5728299999999997e-01,"05B3a"
1798,28038,"07/15/13 00:00:00","l",,"0",,,,,
1799,28039,"07/15/13 00:00:00","l",,"0",,,,,
1801,28041,"07/15/13 00:00:00","v","39A-2","25","e1+r1",,,2.0225199999999999e-01,"39A-f"
1886,28133,"08/05/13 00:00:00","l",,"0",,,,,
1890,28137,"08/05/13 00:00:00","v","09-6","9","e6+v1",,,8.4364999999999996e-02,"09-j"
1891,28138,"08/05/13 00:00:00","v","09-6","9","e6+v4",,,3.6548999999999998e-02,"09-j"
1895,28142,"08/05/13 00:00:00","l",,"0",,,,,
1896,28143,"08/05/13 00:00:00","l",,"0",,,,,
1900,28147,"08/05/13 00:00:00","l",,"0",,,,,
1901,28148,"08/05/13 00:00:00","v","39A-2","25","e1+q+v1",,,4.1362000000000003e-02,"39A-f"
1902,28149,"08/05/13 00:00:00","v","39A-2","25","e1+q+v1",,,7.2431999999999996e-02,"39A-f"
2510,9092,"10/04/13 00:00:00","v","300-2","28","e1+m",,,2.2432199999999999e-01,"300"
2511,9095,"10/04/13 00:00:00","v","300-2","28","e1+m",,,4.5371000000000002e-02,"300"
2512,9099,"08/29/13 00:00:00","v","300-2","28","e1+m",,,5.7132000000000002e-02,"300"
2514,14058,"09/03/13 00:00:00","v","39A-4","23","e2+nt",,,1.8051600000000001e-01,"39A-e"
2516,17023,"08/30/13 00:00:00","v","300-2","28","e1+m",,,2.7968769999999998e+00,"300"
2517,18066,"10/17/13 00:00:00","v","09-11","19","e1+v2",,,1.9299200000000000e-01,"09-g"
2518,18067,"10/17/13 00:00:00","v","08B3-2","4","e1+h2+o2+v4",,,3.7273699999999999e-01,"08B3c"
