Locatie,SoortCode,Bedekking,Aantalsklasse,Bedekking_num
1634,688,"lf","3",3
1634,427,"lf","3",3
1635,427,"d","5",60
1636,427,"f","5",8
1637,420,"o","3",3
1637,427,"lf","4",3
1639,427,"o","3",3
1640,427,"f","4",8
1642,427,"s","1",1
1647,427,"lf","5",3
1649,1099,"r","2",1
1649,1255,"o","4",3
1649,427,"la","5",9
1650,427,"f","5",8
1652,420,"o","3",3
1652,688,"r","3",1
1653,427,"d","5",60
1654,427,"a","5",15
1655,427,"la","5",9
1656,427,"la","5",9
1657,997,"o","4",3
1658,1099,"o","3",3
1658,427,"f","5",8
1659,427,"f","5",8
1660,427,"d","5",60
1662,427,"lf","4",3
1663,427,"a","5",15
1664,427,"f","5",8
1665,1099,"o","3",3
1665,427,"ld","5",22
1666,427,"f","4",8
1667,427,"lf","4",3
1668,427,"lf","4",3
1669,1099,"o","3",3
1669,427,"lf","4",3
1670,427,"lf","4",3
1671,427,"la","5",9
1673,427,"f","5",8
1674,997,"f","5",8
1674,1099,"o","3",3
1677,212,"o","4",3
1677,219,"s","1",1
1677,890,"s","1",1
1677,688,"o","4",3
1677,346,"f","4",8
1677,427,"la","5",9
1677,1324,"o","3",3
1677,456,"r","2",1
1677,1051,"f","4",8
1677,187,"lf","3",3
1803,420,"o","3",3
1805,1327,"f","4",8
1806,420,"r","3",1
1806,456,"r","2",1
1806,688,"r","3",1
1807,418,"o","3",3
1807,420,"o","3",3
1808,219,"s","2",1
1808,228,"s","2",1
1808,418,"a","5",15
1808,688,"f","4",8
1809,418,"o","4",3
1809,420,"o","3",3
1809,456,"r","3",1
1809,688,"f","5",8
1809,427,"f","5",8
1811,1327,"o","3",3
1813,1324,"r","4",1
1813,219,"s","1",1
1813,418,"f","5",8
1813,688,"a","5",15
1813,346,"f","4",8
1813,427,"o","4",3
1815,212,"o","3",3
1815,221,"r","3",1
1815,688,"a","5",15
1815,346,"o","3",3
1815,1324,"f","4",8
1815,2991,"a","5",15
1815,748,"lf","4",3
1818,1255,"s","1",1
1818,1327,"o","3",3
1819,212,"r","2",1
1819,219,"s","1",1
1819,418,"f","5",8
1819,420,"o","3",3
1819,456,"r","2",1
1819,688,"f","4",8
1819,346,"o","3",3
1819,427,"o","3",3
1819,1324,"r","4",1
1819,1327,"r","2",1
1819,2991,"r","4",1
1819,326,"s","1",1
1819,748,"r","3",1
1822,418,"o","4",3
1822,688,"o","4",3
1822,427,"r","3",1
1823,248,"o","4",3
1823,1199,"f","4",8
1823,857,"o","4",3
1824,248,"o","3",3
1824,1199,"o","3",3
1826,228,"s","1",1
1826,418,"f","5",8
1826,688,"a","5",15
1826,1324,"o","4",3
1826,3011,"r","4",1
1827,418,"o","4",3
1827,688,"a","5",15
1827,346,"o","3",3
1827,1324,"o","3",3
2509,221,"o","3",3
2509,220,"o","3",3
1828,248,"o","4",3
1828,418,"a","5",15
1828,688,"f","4",8
1828,346,"o","3",3
1828,1324,"r","4",1
1828,1230,"s","3",1
1828,2116,"r","3",1
1829,427,"o","3",3
1829,1327,"o","3",3
1831,228,"f","4",8
1831,248,"f","3",8
1831,1199,"o","3",3
1831,418,"o","3",3
1832,228,"o","3",3
1832,248,"r","3",1
1832,1199,"r","3",1
1832,418,"o","4",3
1832,688,"d","5",60
1832,346,"o","3",3
1833,418,"a","4",15
1833,688,"f","4",8
1834,228,"o","4",3
1834,248,"o","3",3
1834,418,"o","3",3
1834,688,"d","5",60
1834,346,"o","3",3
1834,1385,"r","2",1
1835,219,"o","3",3
1835,228,"o","4",3
1835,248,"o","3",3
1835,418,"o","4",3
1835,688,"d","5",60
1835,346,"o","3",3
1836,228,"r","4",1
1836,418,"a","5",15
1836,688,"o","4",3
1836,3016,"o","4",3
1838,418,"o","3",3
1839,418,"a","4",15
1840,418,"a","5",15
1840,688,"o","4",3
1840,346,"o","3",3
1840,1099,"s","2",1
1840,1324,"r","4",1
1842,337,"f","4",8
1842,1199,"r","3",1
1842,418,"o","3",3
1842,420,"r","3",1
1842,688,"f","4",8
1842,346,"o","3",3
1842,427,"o","3",3
1843,219,"s","1",1
1843,248,"r","3",1
1843,418,"f","4",8
1843,688,"d","5",60
1843,346,"o","3",3
1843,1324,"r","3",1
1843,1327,"s","2",1
1843,3011,"r","4",1
1845,228,"r","3",1
1845,418,"f","4",8
1845,688,"f","4",8
1845,346,"o","3",3
1845,427,"r","3",1
1845,1324,"r","4",1
1846,228,"r","3",1
1846,418,"f","4",8
1846,688,"o","4",3
1846,1324,"r","4",1
1846,239,"o","5",3
1847,228,"r","4",1
1847,418,"f","5",8
1847,688,"o","3",3
1847,1324,"r","4",1
1847,239,"r","4",1
1852,418,"f","4",8
1852,688,"d","5",60
1852,346,"o","3",3
1852,427,"o","3",3
1852,1327,"r","2",1
1853,418,"a","5",15
1853,688,"f","4",8
1853,346,"o","3",3
1853,1324,"r","4",1
1855,228,"r","3",1
1855,418,"f","4",8
1857,228,"o","4",3
1857,418,"f","4",8
1858,418,"a","5",15
1858,688,"f","5",8
1858,346,"o","3",3
1858,1324,"r","4",1
1860,212,"o","3",3
1860,1199,"s","2",1
1860,456,"s","1",1
1860,688,"o","3",3
1860,1099,"o","2",3
1860,1183,"f","4",8
1861,418,"o","3",3
1861,688,"d","5",60
1863,418,"lf","5",3
1863,688,"ld","5",22
1507,420,"o","3",3
1507,427,"f","5",8
1507,1099,"s","2",1
1508,420,"f","5",8
1508,427,"r","2",1
1509,420,"f","5",8
1509,427,"r","3",1
1510,420,"f","5",8
1510,688,"r","4",1
1510,427,"o","3",3
1511,420,"f","5",8
1511,427,"o","4",3
1512,427,"f","5",8
1513,427,"lf","4",3
1514,1099,"o","3",3
1517,1099,"o","3",3
1522,212,"lf","4",3
1524,420,"lf","5",3
1524,427,"o","3",3
1525,420,"o","3",3
1525,427,"o","3",3
1526,1099,"r","2",1
1526,178,"o","4",3
1528,212,"o","3",3
1528,427,"f","5",8
1529,427,"o","3",3
1531,212,"r","2",1
1531,427,"o","3",3
1532,212,"r","2",1
1532,427,"f","4",8
1533,212,"r","2",1
1533,420,"o","3",3
1533,427,"o","4",3
1534,420,"o","5",3
1534,688,"o","3",3
1534,427,"o","4",3
1535,420,"o","4",3
1535,427,"o","4",3
1535,178,"s","1",1
1536,427,"f","5",8
1538,427,"f","4",8
1539,427,"f","5",8
1540,1099,"o","3",3
1540,1255,"r","2",1
1541,212,"o","3",3
1541,1275,"r","2",1
1541,427,"o","4",3
1542,427,"r","3",1
1544,420,"f","5",8
1544,346,"lf","4",3
1544,427,"o","3",3
1545,212,"f","4",8
1545,1099,"r","2",1
1545,427,"o","3",3
1546,420,"lf","5",3
1546,427,"lf","5",3
1547,212,"f","3",8
1550,427,"la","5",9
1551,688,"r","3",1
1551,1099,"f","3",8
1551,427,"o","3",3
1552,427,"lf","4",3
1680,1099,"f","3",8
1680,427,"a","5",15
1681,212,"s","2",1
1681,221,"s","1",1
1681,1199,"lf","3",3
1681,420,"s","1",1
1681,473,"r","2",1
1681,857,"o","3",3
1681,549,"r","2",1
1682,1255,"a","4",15
1682,638,"a","4",15
1683,212,"r","2",1
1683,1099,"r","2",1
1683,456,"s","1",1
1685,248,"r","3",1
1685,1199,"f","4",8
1685,857,"r","2",1
1685,187,"r","3",1
1686,212,"o","3",3
1686,219,"s","1",1
1686,418,"r","3",1
1686,688,"r","4",1
1686,346,"o","3",3
1686,427,"a","5",15
1686,890,"s","1",1
1686,456,"s","1",1
1687,248,"o","4",3
1687,260,"r","4",1
1687,1199,"f","4",8
1687,857,"a","4",15
1687,1230,"s","3",1
1688,219,"s","1",1
1688,418,"f","5",8
1688,688,"f","5",8
1688,346,"f","5",8
1688,1099,"s","2",1
1688,427,"r","3",1
1688,1324,"o","4",3
1688,1385,"r","3",1
1688,821,"r","4",1
1688,3024,"s","3",1
1688,3016,"r","4",1
1688,3174,"lf","4",3
1688,260,"r","4",1
1693,212,"r","3",1
1693,221,"s","2",1
1693,248,"r","2",1
1693,418,"o","5",3
1693,688,"a","5",15
1693,346,"f","5",8
1693,427,"o","4",3
1693,1324,"f","5",8
1693,1327,"o","3",3
1693,1385,"o","3",3
1693,3174,"o","4",3
1693,821,"s","3",1
1693,187,"s","2",1
1693,2991,"r","3",1
1693,3011,"r","5",1
1697,219,"r","2",1
1697,688,"o","4",3
1697,3174,"a","5",15
1697,3016,"o","4",3
1697,3011,"o","4",3
1698,418,"f","4",8
1698,473,"r","2",1
1698,688,"r","4",1
1698,1099,"s","2",1
1698,221,"r","2",1
1700,212,"f","5",8
1700,219,"s","1",1
1700,221,"r","3",1
1700,418,"r","4",1
1700,688,"f","5",8
1700,346,"a","5",15
1700,427,"a","5",15
1700,1324,"r","3",1
1700,326,"lf","3",3
1700,2991,"o","5",3
1704,688,"r","3",1
1704,1099,"s","1",1
1704,427,"r","3",1
1706,248,"lf","5",3
1706,2810,"r","4",1
1707,212,"o","3",3
1707,418,"r","3",1
1707,688,"f","4",8
1707,346,"a","5",15
1707,1099,"s","1",1
1708,212,"r","2",1
1708,688,"f","5",8
1708,346,"a","5",15
1708,1099,"s","1",1
1708,427,"o","4",3
1709,212,"r","3",1
1709,248,"o","5",3
1709,1199,"o","4",3
1709,418,"r","4",1
1709,473,"s","1",1
1709,857,"o","5",3
1711,248,"f","5",8
1711,473,"o","3",3
1711,857,"o","4",3
1711,3024,"r","4",1
1711,2810,"o","4",3
1714,212,"f","5",8
1714,688,"a","5",15
1714,346,"a","5",15
1714,1099,"r","2",1
1714,427,"o","4",3
1714,1324,"f","5",8
1714,2629,"a","5",15
1714,2991,"d","5",60
1714,2735,"r","4",1
1715,212,"o","4",3
1715,221,"o","3",3
1715,418,"r","2",1
1715,688,"o","4",3
1715,346,"f","5",8
1715,427,"f","5",8
1715,1324,"f","5",8
1715,1327,"o","3",3
1715,326,"r","2",1
1715,2629,"o","5",3
1715,2991,"o","4",3
1715,2621,"la","5",9
1715,2995,"r","5",1
1718,212,"o","3",3
1718,688,"f","5",8
1718,346,"f","5",8
1718,1275,"a","5",15
1718,326,"s","1",1
1718,2621,"f","5",8
1718,2991,"r","3",1
1721,688,"a","5",15
1721,346,"f","4",8
1721,427,"f","5",8
1721,326,"s","1",1
1722,688,"f","5",8
1722,346,"o","3",3
1723,212,"o","4",3
1723,1099,"r","2",1
1724,248,"f","5",8
1724,473,"r","2",1
1724,857,"o","5",3
1725,418,"r","3",1
1725,420,"r","2",1
1725,688,"f","5",8
1725,346,"o","3",3
1725,1099,"lf","3",3
1725,427,"f","5",8
1726,688,"f","5",8
1726,346,"a","5",15
1726,1099,"s","2",1
1726,427,"o","4",3
1726,1324,"o","5",3
1726,1327,"o","3",3
1726,2621,"lf","5",3
1727,1099,"lf","3",3
1727,1255,"a","4",15
1727,638,"a","5",15
1729,420,"s","1",1
1729,688,"o","3",3
1729,1275,"s","1",1
1730,212,"a","5",15
1730,420,"s","1",1
1730,1099,"o","3",3
1730,427,"f","5",8
1732,427,"f","4",8
1733,420,"s","1",1
1733,688,"a","5",15
1733,346,"o","3",3
1734,427,"o","4",3
1735,221,"s","2",1
1736,427,"o","4",3
1738,1099,"r","2",1
1738,638,"o","4",3
1739,473,"r","2",1
1739,346,"s","1",1
1739,1099,"r","2",1
1739,638,"f","4",8
1740,418,"r","3",1
1740,688,"la","5",9
1740,346,"f","4",8
1740,427,"r","2",1
1741,418,"r","3",1
1741,688,"a","5",15
1741,346,"a","5",15
1741,427,"a","5",15
1741,1327,"r","2",1
1742,997,"o","3",3
1742,1255,"f","4",8
1742,638,"d","5",60
1742,985,"r","2",1
1743,997,"lf","3",3
1743,1255,"o","3",3
1743,638,"f","5",8
1744,688,"r","3",1
1744,1099,"r","2",1
1744,427,"a","5",15
1745,688,"o","4",3
1745,1099,"o","3",3
1745,427,"f","5",8
1746,1099,"o","3",3
1746,427,"la","5",9
1747,1099,"r","2",1
1747,427,"la","5",9
1747,651,"s","1",1
1748,997,"r","2",1
1748,638,"f","5",8
1749,688,"a","5",15
1749,346,"f","5",8
1749,427,"lf","4",3
1749,1324,"o","3",3
1749,1051,"r","3",1
1751,212,"r","3",1
1751,688,"a","5",15
1751,346,"f","5",8
1751,418,"s","2",1
1751,3024,"s","4",1
1752,248,"d","5",60
1752,473,"s","1",1
1752,857,"ld","5",22
1753,212,"f","4",8
1753,688,"a","5",15
1753,346,"o","4",3
1753,1099,"o","3",3
1753,427,"f","5",8
1753,221,"s","2",1
1753,3011,"r","3",1
1754,688,"a","5",15
1754,346,"o","3",3
1754,427,"f","5",8
1754,1324,"r","2",1
1757,212,"o","4",3
1757,420,"s","1",1
1757,688,"f","5",8
1757,346,"f","5",8
1863,346,"o","3",3
1863,1099,"s","1",1
1863,1324,"s","2",1
1863,651,"s","1",1
1863,890,"s","3",1
1865,427,"a","5",15
1866,418,"f","5",8
1866,688,"o","4",3
1866,1324,"s","1",1
1866,1199,"s","2",1
1866,549,"s","3",1
1867,418,"f","5",8
1867,688,"ld","5",22
1867,1324,"s","1",1
1868,418,"f","5",8
1868,688,"o","3",3
1868,346,"s","1",1
1869,418,"f","5",8
1869,688,"ld","5",22
1869,1099,"r","2",1
1869,427,"r","2",1
1869,346,"r","3",1
1869,670,"o","3",3
1870,420,"s","1",1
1870,427,"r","2",1
1871,212,"o","3",3
1871,228,"o","2",3
1871,418,"f","4",8
1871,688,"f","4",8
1872,228,"o","4",3
1872,248,"o","3",3
1872,418,"f","5",8
1872,688,"la","5",9
1872,346,"o","3",3
1872,1183,"r","2",1
1872,1324,"r","4",1
1872,1385,"o","3",3
1873,228,"f","5",8
1873,418,"o","5",3
1873,346,"o","4",3
1873,1324,"s","2",1
1875,441,"f","4",8
1875,346,"o","3",3
1876,228,"o","4",3
1876,248,"r","3",1
1876,418,"f","5",8
1876,473,"s","1",1
1876,688,"la","5",9
1876,346,"o","3",3
1876,1385,"s","1",1
1877,228,"lf","5",3
1877,418,"f","5",8
1877,688,"la","4",9
1877,346,"o","4",3
1877,427,"r","2",1
2481,418,"f","5",8
2481,688,"o","4",3
2481,346,"r","2",1
2481,1385,"s","1",1
2481,337,"s","3",1
2483,212,"r","3",1
2483,237,"s","1",1
2483,260,"r","4",1
2483,337,"s","3",1
2483,418,"f","5",8
2483,420,"s","1",1
2483,688,"f","5",8
2483,346,"o","4",3
2483,427,"o","5",3
2483,1324,"o","5",3
2483,239,"o","5",3
2483,228,"r","2",1
2483,924,"r","3",1
2485,418,"f","4",8
2485,420,"s","1",1
2485,688,"r","3",1
2485,346,"r","3",1
2485,427,"r","3",1
2485,332,"s","1",1
2486,228,"r","3",1
2486,418,"f","4",8
2486,456,"s","1",1
2486,346,"o","4",3
2486,427,"o","4",3
2487,212,"o","4",3
2487,228,"s","1",1
2487,337,"s","2",1
2487,418,"o","5",3
2487,688,"o","5",3
2487,427,"a","5",15
2487,346,"a","5",15
2487,1385,"o","3",3
2487,239,"la","5",9
2487,1323,"r","3",1
2487,2991,"r","3",1
2488,418,"f","5",8
2488,688,"o","5",3
2488,346,"lf","4",3
2488,427,"lf","4",3
2488,337,"r","3",1
2489,212,"f","5",8
2489,337,"s","2",1
2489,418,"f","5",8
2489,688,"o","5",3
2489,346,"f","5",8
2489,427,"o","4",3
2489,1324,"o","5",3
2489,748,"s","1",1
2489,2629,"r","3",1
2489,2991,"r","4",1
2491,212,"f","5",8
2491,346,"r","2",1
2491,1099,"r","2",1
2491,427,"o","5",3
2493,212,"o","3",3
2495,212,"f","5",8
2495,688,"a","5",15
2495,346,"f","5",8
2495,427,"f","5",8
2495,1324,"o","4",3
2495,1323,"r","3",1
2495,2991,"r","3",1
2495,326,"r","2",1
2496,346,"o","3",3
2496,1255,"a","5",15
2496,427,"o","4",3
2496,1327,"o","3",3
2497,346,"r","4",1
2497,1099,"r","3",1
2497,427,"o","5",3
2498,1099,"f","3",8
2498,1255,"a","5",15
2499,212,"f","5",8
2499,688,"r","4",1
2499,346,"r","3",1
2499,1099,"r","2",1
2499,427,"a","5",15
2499,1324,"r","3",1
2499,1327,"r","2",1
2500,418,"f","5",8
2500,688,"o","5",3
2500,346,"o","4",3
1503,420,"f","4",8
1503,427,"o","3",3
1504,420,"f","5",8
1504,427,"o","3",3
1504,688,"s","3",1
1505,420,"f","5",8
1505,427,"o","3",3
1506,420,"f","5",8
2110,1230,"r","4",1
2111,212,"o","4",3
2111,688,"f","5",8
2111,346,"r","2",1
2111,1099,"lf","3",3
2111,427,"f","5",8
2112,997,"r","3",1
2115,219,"r","2",1
2115,420,"o","3",3
2115,688,"o","5",3
2115,427,"o","5",3
2117,212,"r","3",1
2117,688,"f","5",8
2117,346,"r","2",1
2117,1099,"s","1",1
2117,427,"la","5",9
2117,1324,"r","3",1
2118,418,"r","2",1
2118,420,"r","3",1
2118,688,"o","5",3
2118,1099,"r","2",1
2118,427,"o","5",3
2119,418,"f","5",8
2119,473,"o","4",3
2119,688,"o","4",3
2119,346,"lf","3",3
2119,3011,"la","5",9
2121,418,"f","4",8
2121,473,"r","2",1
2121,688,"f","4",8
2121,346,"lf","4",3
2121,427,"lf","4",3
2121,1385,"r","3",1
2122,418,"f","5",8
2122,473,"r","2",1
2122,3011,"o","4",3
2123,418,"f","5",8
2123,420,"f","4",8
2123,688,"r","4",1
2123,346,"r","4",1
2123,427,"r","5",1
2123,3011,"r","4",1
2123,3024,"s","3",1
2153,248,"o","5",3
2153,857,"r","2",1
2153,549,"o","4",3
2154,688,"a","5",15
2154,1099,"r","2",1
2154,427,"f","5",8
2154,1324,"s","2",1
2154,651,"s","1",1
2155,427,"a","5",15
2156,688,"f","5",8
2156,1099,"r","2",1
2156,427,"f","5",8
2158,221,"f","3",8
2159,219,"r","2",1
2159,221,"f","4",8
2159,688,"o","4",3
2159,346,"o","3",3
2159,1255,"o","4",3
2159,427,"o","4",3
2161,420,"s","1",1
2161,473,"f","4",8
2161,688,"o","4",3
2161,346,"r","3",1
2161,427,"s","1",1
2161,638,"a","5",15
2161,985,"o","3",3
2166,212,"o","3",3
2166,418,"o","4",3
2166,688,"f","5",8
2166,346,"f","5",8
2166,427,"f","5",8
2166,1324,"f","5",8
2166,2991,"lf","4",3
2166,2629,"s","3",1
2166,3028,"s","3",1
2179,688,"f","4",8
2179,346,"f","3",8
2179,332,"f","3",8
2179,924,"a","3",15
2179,187,"r","2",1
2181,212,"o","4",3
2181,219,"s","1",1
2181,237,"s","1",1
2181,418,"r","3",1
2181,688,"a","5",15
2181,346,"f","5",8
2181,1099,"r","2",1
2181,427,"f","4",8
2181,1324,"f","5",8
2181,239,"lf","4",3
2181,2628,"o","3",3
2181,2991,"f","5",8
2181,549,"s","4",1
2185,212,"r","2",1
2185,219,"r","2",1
2185,221,"o","3",3
2185,418,"o","3",3
2185,688,"a","5",15
2185,346,"a","5",15
2185,427,"a","5",15
2185,1324,"f","5",8
2185,3011,"r","3",1
2187,418,"f","5",8
2187,420,"r","2",1
2187,427,"o","4",3
2187,221,"s","1",1
2189,473,"f","3",8
2189,997,"r","2",1
2189,1255,"s","1",1
2189,638,"f","3",8
2195,2629,"s","2",1
2195,212,"r","2",1
2195,418,"f","4",8
2195,714,"r","3",1
2195,346,"o","3",3
2195,427,"r","3",1
2195,1324,"lf","4",3
2195,1327,"o","3",3
2197,1199,"r","2",1
2199,212,"lf","3",3
2199,219,"r","2",1
2199,418,"f","5",8
2199,688,"la","4",9
2199,346,"r","2",1
2199,1099,"s","1",1
2199,427,"o","3",3
2199,1324,"lf","4",3
2199,1327,"s","1",1
2200,212,"lf","4",3
2200,237,"r","2",1
2200,260,"lf","5",3
2200,418,"o","4",3
2200,688,"a","5",15
2200,346,"f","5",8
2200,427,"o","4",3
2200,1324,"a","5",15
2200,1327,"f","3",8
2200,821,"r","3",1
2200,2991,"a","3",15
2200,221,"s","1",1
2201,2991,"f","4",8
2209,219,"s","1",1
2209,221,"r","2",1
2209,418,"o","3",3
2209,463,"f","3",8
2209,688,"f","4",8
2209,1099,"f","4",8
2209,1324,"f","5",8
2209,1327,"f","3",8
2209,821,"a","5",15
2209,2991,"o","3",3
2209,3024,"o","3",3
2214,248,"f","5",8
2214,1199,"f","5",8
2215,1323,"a","5",15
2215,212,"r","2",1
2215,248,"s","2",1
2215,418,"o","4",3
2215,688,"a","5",15
2215,346,"o","3",3
2215,1099,"s","2",1
2215,427,"s","1",1
2215,1324,"f","5",8
2215,1327,"o","3",3
2215,1385,"r","2",1
2216,473,"r","3",1
2216,418,"o","4",3
2216,688,"a","5",15
2216,346,"f","4",8
2216,1324,"f","5",8
2216,187,"f","4",8
2217,248,"o","4",3
2217,1199,"f","4",8
2217,418,"o","4",3
2217,473,"r","3",1
2217,688,"s","2",1
2217,857,"d","3",60
2217,1183,"s","1",1
2218,212,"r","3",1
2218,418,"f","5",8
2218,420,"s","1",1
2218,688,"a","5",15
2218,346,"f","4",8
2218,427,"r","3",1
2218,1324,"o","5",3
2218,1327,"s","1",1
2218,473,"s","1",1
2219,418,"f","5",8
2219,688,"o","5",3
2219,346,"o","4",3
2219,427,"r","3",1
2219,1385,"r","3",1
2222,228,"r","3",1
2222,418,"lf","4",3
2222,908,"s","1",1
2223,219,"s","1",1
2223,228,"r","2",1
2223,248,"o","3",3
2223,418,"f","5",8
2223,688,"a","5",15
2223,346,"o","4",3
2223,1324,"o","4",3
2223,221,"s","2",1
2224,212,"r","3",1
2224,418,"f","4",8
2224,688,"f","5",8
2224,346,"o","3",3
2224,427,"r","3",1
2224,1324,"r","3",1
2225,212,"a","3",15
2225,418,"f","5",8
2225,688,"a","5",15
2225,346,"f","5",8
2225,427,"r","3",1
2225,1324,"la","5",9
2226,418,"o","4",3
2226,688,"o","5",3
2226,346,"o","3",3
2226,427,"o","4",3
2229,219,"s","1",1
2229,228,"s","1",1
2229,418,"o","3",3
2229,688,"f","5",8
2229,346,"a","5",15
2229,427,"o","3",3
2229,1324,"o","4",3
2229,2996,"a","5",15
2231,688,"f","4",8
2231,346,"a","4",15
2231,1324,"f","4",8
2231,1323,"f","4",8
2231,2996,"a","5",15
2232,248,"o","3",3
2232,1199,"r","2",1
2232,418,"r","2",1
2232,473,"r","2",1
2233,473,"r","2",1
2233,212,"r","3",1
2233,418,"f","4",8
2233,688,"a","5",15
2233,346,"a","5",15
2233,427,"la","5",9
2233,1324,"f","5",8
2233,3011,"r","4",1
2234,688,"la","5",9
2234,346,"o","4",3
2234,1324,"lf","4",3
2234,1385,"s","2",1
2234,456,"o","3",3
2235,1199,"f","4",8
2236,418,"f","4",8
2236,473,"s","1",1
2236,688,"la","4",9
2238,212,"s","1",1
2238,418,"r","3",1
2238,688,"o","4",3
2238,346,"f","4",8
2238,1324,"f","5",8
2238,1323,"o","4",3
2239,237,"o","3",3
2239,248,"f","5",8
2239,1199,"f","4",8
2239,418,"r","3",1
2239,473,"f","4",8
2240,418,"f","4",8
2240,688,"f","5",8
2240,346,"f","4",8
2241,212,"r","3",1
2241,237,"o","3",3
2241,418,"f","5",8
2241,688,"a","5",15
2241,346,"f","5",8
2241,427,"o","4",3
2241,1324,"f","5",8
2241,1327,"s","2",1
2241,821,"s","4",1
2241,2991,"s","1",1
2243,673,"s","4",1
2243,187,"s","1",1
2243,219,"s","1",1
2243,237,"r","2",1
2243,890,"s","1",1
2243,418,"f","5",8
2243,688,"f","5",8
2245,248,"o","3",3
2245,1199,"o","3",3
2245,418,"o","3",3
2245,473,"o","3",3
2245,346,"r","3",1
2245,821,"s","4",1
2246,418,"f","5",8
2246,890,"s","1",1
2248,212,"s","1",1
2248,228,"r","2",1
2248,418,"o","4",3
2248,463,"o","3",3
2248,688,"la","5",9
2248,346,"f","5",8
2248,1324,"f","5",8
2248,1327,"f","4",8
2248,1385,"r","2",1
2248,821,"o","4",3
2248,2991,"o","4",3
2248,3024,"o","4",3
2249,418,"f","5",8
2249,688,"lf","4",3
2249,346,"lf","3",3
2250,228,"o","3",3
2250,248,"r","3",1
2250,1199,"f","5",8
2250,418,"r","3",1
2250,688,"r","4",1
2250,857,"r","3",1
2250,346,"r","3",1
2251,418,"f","4",8
2251,688,"a","5",15
2251,346,"o","3",3
2251,1324,"lf","4",3
2251,1327,"r","2",1
2251,2991,"r","3",1
2254,821,"r","1",1
2254,2991,"f","4",8
2255,1327,"r","2",1
2255,985,"r","2",1
2259,1323,"a","4",15
2261,212,"o","3",3
2261,688,"a","5",15
2261,346,"f","4",8
2261,427,"a","5",15
2261,1327,"s","2",1
2262,212,"f","4",8
2262,221,"s","1",1
2262,228,"s","1",1
2262,418,"o","5",3
2262,688,"a","5",15
2262,346,"f","5",8
2262,1099,"s","1",1
2262,427,"f","5",8
2262,1324,"f","5",8
2263,418,"f","4",8
2263,688,"f","5",8
2263,346,"lf","4",3
2263,427,"lf","4",3
2263,221,"s","1",1
2265,346,"r","2",1
2265,427,"o","5",3
2267,688,"f","5",8
2268,212,"r","3",1
2269,248,"r","2",1
2269,1199,"o","3",3
2270,2810,"s","2",1
2270,212,"ld","5",22
2271,212,"lf","3",3
2271,219,"o","3",3
2271,418,"lf","5",3
2271,688,"lf","5",3
2271,346,"o","5",3
2271,427,"o","4",3
2271,1323,"la","4",9
2271,3028,"r","4",1
2274,1323,"f","3",8
2275,212,"r","2",1
2275,418,"r","3",1
2275,420,"s","1",1
2275,456,"o","3",3
2275,688,"f","5",8
2275,346,"o","4",3
2275,427,"o","4",3
2276,248,"r","3",1
2276,418,"o","4",3
2276,3011,"s","2",1
2278,418,"o","4",3
2278,420,"o","3",3
2278,688,"o","4",3
2278,427,"o","4",3
2278,473,"s","1",1
2278,3011,"s","2",1
2279,1099,"f","3",8
2279,1327,"o","3",3
2280,212,"o","3",3
2280,420,"r","2",1
2280,456,"o","3",3
2280,688,"f","4",8
2280,346,"o","3",3
2280,427,"a","5",15
2280,1324,"r","3",1
2280,1327,"r","3",1
2280,1323,"r","3",1
2282,688,"o","4",3
2282,427,"la","4",9
2284,237,"s","1",1
2284,688,"f","5",8
2284,346,"f","5",8
2284,1099,"o","3",3
2284,427,"la","5",9
2284,1324,"o","4",3
2284,1327,"o","4",3
2284,1323,"s","3",1
2284,1051,"o","3",3
2284,2991,"r","2",1
2291,248,"r","4",1
2292,248,"lf","4",3
2292,1199,"a","5",15
2292,857,"a","5",15
2292,2991,"r","4",1
2293,248,"a","5",15
2293,1199,"a","5",15
2293,857,"f","5",8
2294,248,"o","3",3
2294,1199,"o","3",3
2294,857,"d","5",60
2296,248,"f","5",8
2296,1199,"a","5",15
2296,857,"la","5",9
2296,549,"r","4",1
2296,1230,"s","3",1
2299,248,"r","3",1
2299,1199,"la","4",9
2299,473,"la","5",9
2299,857,"f","5",8
2299,549,"o","3",3
2300,248,"o","3",3
2300,473,"la","4",9
2300,857,"a","5",15
2300,3011,"r","4",1
2302,248,"a","5",15
2302,1199,"f","4",8
2302,418,"o","3",3
2302,473,"la","5",9
2302,857,"f","5",8
2303,248,"la","5",9
2303,1199,"f","5",8
2303,418,"f","4",8
2303,420,"s","1",1
2303,473,"la","5",9
2303,857,"f","4",8
2303,1385,"o","3",3
2303,549,"s","2",1
2303,2810,"la","5",9
2303,326,"s","1",1
2303,2735,"r","4",1
2306,248,"o","5",3
2306,1199,"a","5",15
2306,549,"s","3",1
2306,923,"o","4",3
2308,923,"f","4",8
2310,332,"s","3",1
2310,924,"s","2",1
2310,248,"r","3",1
2310,1199,"o","3",3
2311,212,"s","2",1
2311,228,"r","2",1
2311,248,"a","5",15
2311,1199,"o","3",3
2311,924,"s","2",1
2311,332,"s","2",1
2311,3016,"s","4",1
2311,186,"s","1",1
2312,248,"o","3",3
2312,688,"s","4",1
2312,857,"r","3",1
2313,1230,"r","4",1
2313,420,"s","1",1
2314,1385,"o","3",3
2315,248,"f","4",8
2315,1199,"f","4",8
