Cata_ID,Versie,Code,KlasseNaamNed,VerbRGNaamNed,AssocRGNaamNed,SubAssocNaamNed,LandTypeNed,LandTypeWet,Vervallen,Vervangbaarheid,VVNCode,VVNNaam
748,2.0020000000000000e+03,"12A3b","WEEGBREE-KLASSE","Varkensgras-verbond","Associatie van Vetmuur en Zilvermos","Subassociatie van Canadese fijnstraal","Ass. Vetmuur-Zilvermos, subass Canad. fijnstraal","Bryo-Saginetum eragrostietosum",0,5,"12AA03B","Bryo-Saginetum eragrostietosum"
749,2.0020000000000000e+03,"12B2d","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Moeraszoutgras & Fioringras","Subassociatie van Zilte rus vorm van Platte bies","Ass M.zoutgras-Fiorin., sub Zilte rus, v Pl.bies","Triglochino-Agrostietum scirpetetosum caricifor.",0,2,"12Ba2","Triglochino-Agrostietum stoloniferae"
750,2.0020000000000000e+03,"12B3c","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Aardbeiklaver & Fioringras ","Verarmde subassociatie","Ass. Aardbeiklaver en Fioringras, verarm. subass","Trifolio fragiferi-Agrostietum inops",0,1,"12Ba3","Trifolio fragiferi-Agrostietum stoloniferae"
751,2.0020000000000000e+03,"12B-g","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Ruwe smele/ Geknikte vossestaart,","nvt","RG R.smele-Gekn.vossest.-[Zil.sch.-vb/K.vo.gras]","RG Deschamp.ces-Alopecu.gen-[Lo-Potent/Mol-Arrh]",0,3,,
752,2.0020000000000000e+03,"12B-k","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Mannagras (verbindt met Phragmitetea)","nvt","RG Mannagras-[Riet-klasse/Zilverschoon-verbond]","RG Glyceria fluitans-[Phragmitetea/Lol-Potentil]",0,5,,
753,2.0020000000000000e+03,"14C1a","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","Dwerghaver-verbond","Vogelpootjes-associatie ","Typische subassociatie","Vogelpootjes-associatie, typische subassociatie","Ornithopodo-Corynephoretum typicum",0,1,"14Ba1","Ornithopodo-Corynephoretum"
754,2.0020000000000000e+03,"14C1b","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","Dwerghaver-verbond","Vogelpootjes-associatie ","Soortenarme subassociatie","Vogelpootjes-associatie, soortenarme subassoc.","Ornithopodo-Corynephoretum inops",0,3,"14Ba1","Ornithopodo-Corynephoretum"
760,2.0020000000000000e+03,"14D-b","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","Verbond van Gewoon struisgras","RG Spits havikskruid (verbindt met Arrhenatherion)","nvt","RG Spits havikskruid-[V.Gw.struisg/Glanshaver-v]","RG Hieracium lact-[Pla-Festucion/Arrhenatherion]",0,3,,
765,2.0020000000000000e+03,"14-i","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Helm en Zandzegge (verbindt met","nvt","nvt","RG Helm - Zandzegge-[Kl.dr.gras.zand/Helm-kl.]","RG Ammophila aren-Carex arenar-[Koel-Cor/Ammoph]",0,3,"23-RG1-[23/14]","RG Ammophila arenaria-Carex arenaria-[Ammophiletea/Koelerio-Corynephoretea]"
768,2.0020000000000000e+03,"15-a","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","RG Gulden sleutelbloem","nvt","nvt","RG Gulden sleutelbloem-[Kl. dro.,kalkmin.grasl.]","RG Primula veris-[Festuco-Brometea]",0,1,"16Bc2","Galio-Trifolietum"
770,2.0020000000000000e+03,"16A-e","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Pijpestrootje en Veenmos (verbindt met Parvocaricetea /Oxycocco-Sphagnetea)","nvt","RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps]","RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion]",0,3,"nvt","Molinio-Arrhenatheretea"
771,2.0020000000000000e+03,"16B-d","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","RG Moeraszegge, Scherpe zegge","nvt","RG Moeraszegge-Scherpe zegge-[Dotterbloem-v.]","RG Carex acutiformis - Carex acuta-[Calthion]",0,2,"16A",
772,2.0020000000000000e+03,"16-e","KLASSE DER VOCHTIGE GRASLANDEN","RG Ruwe smele/ Geknikte vossestaart,'(verbindt met Lolio-Potentillion)","nvt","nvt","RG R.smele-Gekn.vossest.-[Zil.sch.-vb/K.vo.gras]","RG Deschamp.ces-Alopecu.gen-[Lo-Potent/Mol-Arrh]",0,3,,
773,2.0020000000000000e+03,"16-j","KLASSE DER VOCHTIGE GRASLANDEN","RG Hennegras","nvt","nvt","RG Hennegras-[Klasse der vochtige graslanden]","RG Calamagrostis canescens-[Molinio-Arrhenathe.]",0,4,,
774,2.0020000000000000e+03,"16-k","KLASSE DER VOCHTIGE GRASLANDEN","RG Fioringras (verbindt met Lolio-Potentillion)","nvt","nvt","RG Fioringras-[Zilverschoon-vb/Kl.vochtig.grasl]","RG Agrostis stolonifera-[Lolio-Potent/Mol-Arrh]",0,4,,
775,2.0020000000000000e+03,"17A-a","MARJOLEIN KLASSE","Marjolein verbond","RG Dauwbraam (verbindt met Rhamno-Prunetea)","nvt","RG Dauwbraam-[Marjolein-vb/Kl. doornstruwelen]","RG Rubus caesius-[Trifolion medii/Rham-Prunetea]",0,3,,
776,2.0020000000000000e+03,"17A-b","MARJOLEIN KLASSE","Marjolein verbond","RG Bosaardbei (Verbindt met Polygalo-Koelerion)","nvt","RG Bosaardbei-[Vb.droge duingras/Marjolein-vb]","RG Fragaria vesca-[Polygalo-Koelerion/Trifolion]",0,3,"14Cb1c","Taraxaco-Galietum veri fragarietosum"
780,2.0020000000000000e+03,"19-c","KLASSE DER HEISCHRALE GRASLANDEN","RG Gewoon struisgras, Borstelgras en Bochtige smele (verbindt met Koelerio-Corynephoretea)","nvt","nvt","RG struisg-Borstelg-smele-[K.dr.gras/K.hei.gras]","RG Agrostis cap-Nardus s-Deschamp f-[Koel-C/Nar]",0,3,"nvt","Nardetea"
783,2.0020000000000000e+03,"20A1c","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Stekelbrem","Mosrijke subassociatie","Ass. v Struikhei en Stekelbrem, mosrijke subass.","Genisto anglicae-Callunetum lophozietosum ventr.",0,2,"20Aa1c","Genisto anglicae-Callunetum lophozietosum ventricosae"
784,2.0020000000000000e+03,"20A2a","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Bosbes","Typische subassociatie","Assoc. v Struikhei en Bosbes, typische subass.","Vaccinio-Callunetum typicum",0,2,"20Aa2","Vaccinio-Callunetum"
785,2.0020000000000000e+03,"20A2b","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Bosbes","Soortenarme subassociatie","Assoc. v Struikhei en Bosbes, soortenarme subass","Vaccinio-Callunetum inops",0,2,"20Aa2","Vaccinio-Callunetum"
786,2.0020000000000000e+03,"30B","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Duivekervel en Kroontjeskruid","nvt","nvt","Verbond van Duivekervel en Kroontjeskruid","Fumario-Euphorbion",0,4,"30AB","Fumario-Euphorbion"
788,2.0020000000000000e+03,"31B","BIJVOET-KLASSE","Kaasjeskruid-verbond","nvt","nvt","Kaasjeskruid-verbond","Arction",0,5,"31AB","Arction"
789,2.0020000000000000e+03,"30D","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Vingergras en Naaldaar","nvt","nvt","Verbond van Vingergras en Naaldaar","Digitario-Setarion",0,5,"30BB","Digitario-Setarion"
790,2.0020000000000000e+03,"30C","KlASSE DER AKKERGEMEENSCHAPPEN","Windhalm-Verbond","nvt","nvt","Windhalm-verbond","Aperion spicae-venti",0,4,"30BA","Aperion spicae-venti"
791,2.0020000000000000e+03,"31A","BIJVOET-KLASSE","Verbond van Kleverig kruiskruid","nvt","nvt","Verbond van Kleverig kruiskruid","Salsolion ruthenicae",0,5,"31AA","Salsolion ruthenicae"
792,2.0020000000000000e+03,"34A","KLASSE DER KAPVLAKTENGEMEENSCHAPPEN","Wilgenroosjesverbond","nvt","nvt","Wilgenroosjesverbond","Carici piluliferae-Epilobion angustifolii",0,5,"34AA","Carici piluliferae-Epilobion angustifolii"
793,2.0020000000000000e+03,"30A","KlASSE DER AKKERGEMEENSCHAPPEN","Naaldekervel-verbond","nvt","nvt","Naaldekervel-verbond","Caucalidion platycarpi",0,3,"30AA","Caucalidion platycarpi"
794,2.0020000000000000e+03,"33A","KLASSE DER NITROFIELE ZOMEN","Verbond van Look-zonder-look","nvt","nvt","Verbond van Look-zonder-look","Galio-Alliarion",0,5,"33Aa",
795,2.0020000000000000e+03,"32B","KLASSE DER NATTE STROOISELRUIGTEN","Verbond van Harig wilgeroosje","nvt","nvt","Verbond van Harig wilgeroosje","Epilobion hirsuti",0,5,"32Ba",
796,2.0020000000000000e+03,"31D","BIJVOET-KLASSE","Wormkruid-verbond","nvt","nvt","Wormkruid-verbond","Dauco-Melilotion",0,5,"31CA","Dauco-Melilotion"
797,2.0020000000000000e+03,"32A","KLASSE DER NATTE STROOISELRUIGTEN","Moerasspirea-verbond","nvt","nvt","Moerasspirea-verbond","Filipendulion",0,5,"32Aa",
798,2.0020000000000000e+03,"43C1m","KLASSE DER EIKEN- EN BEUKENBOSSEN OP VOEDSELRIJKE GROND","Haagbeuken-verbond","Eiken-Haagbeukenbos","subassociatie van Witte klaverzuring, vorm met Ruwe smele","Eiken-haagbeukenbos, sub W.klaverzur., m R.smele","Stellario-Carpinetum oxalidetosum deschampsiosum",1,2,,
799,2.0020000000000000e+03,"14-e","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Gewoon struisgras, Borstelgras en Bochtige smele (verbindt met Koelerio-Corynephoretea)","nvt","nvt","RG struisg-Borstelg-smele-[K.dr.gras/K.hei.gras]","RG Agrostis cap-Nardus s-Deschamp f-[Koel-C/Nar]",0,3,"nvt","Koelerio-Corynephoretea"
800,2.0020000000000000e+03,"50A","OVERIG","water (minder dan 5% begroeid)","nvt","nvt","water","nvt",0,3,"vegetatieloos",
801,2.0020000000000000e+03,"50B","OVERIG","slik (minder dan 5% begroeid)","nvt","nvt","slik","nvt",0,3,"vegetatieloos",
803,2.0020000000000000e+03,"30A+RL","KlASSE DER AKKERGEMEENSCHAPPEN","Naaldwaterbies-verbond","nvt","nvt","Naaldekervel-verbond","Caucalidion platycarpi",0,3,,
804,2.0020000000000000e+03,"30B+RL","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Duivekervel en Kroontjeskruid","nvt","nvt","Verbond van Duivekervel en Kroontjeskruid","Fumario-Euphorbion",0,3,,
805,2.0020000000000000e+03,"30C+RL","KlASSE DER AKKERGEMEENSCHAPPEN","Windhalm-Verbond","nvt","nvt","Windhalm-verbond","Aperion spicae-venti",0,3,,
806,2.0020000000000000e+03,"30D+RL","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Vingergras en Naaldaar","nvt","nvt","Verbond van Vingergras en Naaldaar","Digitario-Setarion",0,3,,
807,2.0020000000000000e+03,"31A+RL","BIJVOET-KLASSE","Verbond van Kleverig kruiskruid","nvt","nvt","Verbond van Kleverig kruiskruid","Salsolion ruthenicae",0,3,,
808,2.0020000000000000e+03,"31B+RL","BIJVOET-KLASSE","Kaasjeskruid-verbond","nvt","nvt","Kaasjeskruid-verbond","Arction",0,3,,
809,2.0020000000000000e+03,"31C+RL","BIJVOET-KLASSE","Verbond van Distels en Ruwbladigen","nvt","nvt","Verbond van Distels en Ruwbladigen","Onopordion acanthii",0,3,,
810,2.0020000000000000e+03,"31D+RL","BIJVOET-KLASSE","Wormkruid-verbond","nvt","nvt","Wormkruid-verbond","Dauco-Melilotion",0,3,,
811,2.0020000000000000e+03,"32A+RL","KLASSE DER NATTE STROOISELRUIGTEN","Moerasspirea-verbond","nvt","nvt","Moerasspirea-verbond","Filipendulion",0,3,"32Aa",
812,2.0020000000000000e+03,"32B+RL","KLASSE DER NATTE STROOISELRUIGTEN","Verbond van Harig wilgeroosje","nvt","nvt","Verbond van Harig wilgeroosje","Epilobion hirsuti",0,3,"32Ba",
813,2.0020000000000000e+03,"33A+RL","KLASSE DER NITROFIELE ZOMEN","Verbond van Look-zonder-look","nvt","nvt","Verbond van Look-zonder-look","Galio-Alliarion",0,3,"33Aa",
814,2.0020000000000000e+03,"30-a+RL","KlASSE DER AKKERGEMEENSCHAPPEN","RG Witte winterpostelein & Vroegeling","nvt","nvt","RG Witte winterpostelein-Vroegeling-[Kl. akker.]","RG Claytonia perfoliata -Erophila-[Stellarietea]",0,3,,
815,2.0020000000000000e+03,"30-b+RL","KlASSE DER AKKERGEMEENSCHAPPEN","RG Echte kamille & Grote klaproos","nvt","nvt","RG Echte kamille -Grote klaproos-[Kl. akkergem.]","RG Matricaria recut.-Papaver rhoe.[Stellarietea]",0,3,,
816,2.0020000000000000e+03,"30-c+RL","KlASSE DER AKKERGEMEENSCHAPPEN","RG Dauwnetel","nvt","nvt","RG Dauwnetel-[Klasse der akkergemeenschappen]","RG Galeopsis speciosa-[Stellarietea mediae]",0,3,,
817,2.0020000000000000e+03,"30-d+RL","KlASSE DER AKKERGEMEENSCHAPPEN","RG Eenjarige hardbloem","nvt","nvt","RG Eenjarige hardbloem-[Kl. akkergemeenschappen]","RG Scleranthus annuus-[Stellarietea mediae]",0,3,,
818,2.0020000000000000e+03,"07-b","KLASSE DER BRONBEEKGEMEENSCHAPPEN","RG Reuzenpaardenstaart [Klasse der bronbeekgemeenschappen]","nvt","nvt","RG Reuzenpaardenstaart-[Kl. Bronbeekgemeensch.]","RG Equisetum telmateia -[Montio-Cardaminetea]",0,3,,
819,2.0020000000000000e+03,"09C-c","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","RG Kruipwilg - Rondbladig  wintergroen [Knopbiesverbond]","nvt","RG Kruipwilg-Rondbladig wintergroen-[Knopbies-v]","RG Salix repens-Pyrola rotundif.-[Caricion dav.]",0,1,"20Ab4","Pyrolo-Salicetum"
820,2.0020000000000000e+03,"09C3c","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","Knopbies-associatie","Soortenarme subassociatie","Knopbies-associatie, soortenarme subassociatie","Junco baltici-Schoenetum inops",0,1,"9Ba4","Junco baltici-Schoenetum nigricantis"
822,2.0020000000000000e+03,"32A-a+RL","KLASSE DER NATTE STROOISELRUIGTEN","Moerasspirea-verbond","RG Reuzenpaardestaart/Gele zegge Veldrus [Dotterverbond -Moerasspireaverbond]","nvt","RG R.prd.st./Ge.zegge-V.rus-[Dot.v.-M.spirea-v.]","RG Eq.telm./Car.flava-Junc.acut.-[Calth.-Filup.]",0,3,"16A",
823,2.0020000000000000e+03,"16C-l","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Gulden sleutelbloem [Glanshaververbond]","nvt","RG Gulden sleutelbloem-[Glanshaver-verbond]","RG Primula veris-[Arrhenatherion elatioris]",0,3,"nvt","Molinio-Arrhenatheretea"
824,2.0020000000000000e+03,"19A-d","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","RG Bochtige smele, Pilzegge en Liggend walstro [Vb. der heischr. graslanden - Vb. van Struikhei en ]","nvt","RG B.smele-Pilzeg.-L.walst.-[V.hei.gras-V.-brem]","RG Desch.-Car.pil.-Gal.-[N.-Galion-C.-Genistion]",0,3,"nvt","Nardetea"
825,2.0020000000000000e+03,"20A-a","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","RG Bochtige smele, Pilzegge en Liggend walstro [Vb. der heischr. graslanden - Vb. van Struikhei en ]","nvt","RG B.smele-Pilzeg.-L.walst.-[V.hei.gras-V.-brem]","RG Desch.-Car.pil.-Gal.-[N.-Galion-C.-Genistion]",0,3,"nvt","Calluno-Ulicetea"
826,2.0020000000000000e+03,"18A-a","KLASSE VAN GLADDE WITBOL EN HAVIKSKRUIDEN","Verbond van gladde Witbol en Havikskruiden","RG Hengel en Stijf havikskruid [Verbond van Gladde Witbol en Havikskruiden","nvt","RG Hengel-St.Haviksk.-[Vb.Glad.witbol, Haviksk.]","RG Melampyrum pra.-Hieracium laev.-[Melampyrion]",0,3,"18Aa2","Hieracio-Holcetum mollis"
827,2.0020000000000000e+03,"37A1+RL","KLASSE DER DOORNSTRUWELEN","Verbond van Bramen en Sleedoorn","Associatie van Fluweelbraam en Sleedoorn","nvt","Associatie van Fluweelbraam en Sleedoorn","Pruno-Rubetum vestiti",0,3,"37Aa1","Pruno-Rubetum vestiti"
