Cata_ID,Versie,Code,KlasseNaamNed,VerbRGNaamNed,AssocRGNaamNed,SubAssocNaamNed,LandTypeNed,LandTypeWet,Vervallen,Vervangbaarheid,VVNCode,VVNNaam
257,2.0020000000000000e+03,"14E1a","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","Verbond der droge duingraslanden","Duin-Paardebloem-associatie","Typische subassociatie","Duin-Paardebloem-associatie, typische subassoc.","Taraxaco-Galietum typicum",0,1,"14Cb1b","Taraxaco-Galietum veri typicum"
259,2.0020000000000000e+03,"14E1c","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","Verbond der droge duingraslanden","Duin-Paardebloem-associatie","Subassociatie van Smalbladige weegbree","Duin-Paardebloem-assoc., subass. Smalle weegbree","Taraxaco-Galietum plantaginetosum",0,1,"14Cb1d","Taraxaco-Galietum veri plantaginetosum"
260,2.0020000000000000e+03,"15-b","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","RG Gevinde Kortsteel  ","nvt","nvt","RG Gevinde Kortsteel-[Kl. droge,kalkminn.grasl.]","RG Brachypodium pinnatum-[Festuco-Brometea]",0,3,"nvt","Festuco-Brometea"
263,2.0020000000000000e+03,"15-c","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","RG Duinriet (verbindt met Koelerio-Corynephoretea)","nvt","nvt","RG Duinriet-[Kl.dr.gras.zand/K.dr.kalkmin.gras]","RG Calamagrostis epigejos-[Koel-Cor/Fest-Brom]",0,3,,
264,2.0020000000000000e+03,"15-d","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","RG Duinroosje","nvt","nvt","RG Duinroosje-[K.dro.gras.zand/K.dro.kalkm.gras]","RG Rosa pimpinellifolia-[Koel-Coryn/Fest-Brom]",0,3,"14-RG11-[14Cb]","RG Rosa pimpinellifolia-[Polygalo-Koelerion]"
266,2.0020000000000000e+03,"15/a","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","DG Sleedoorn/Hondsroos","nvt","nvt","DG Sleedoorn-Hondsroos-[Kl. dro.,kalkmin.grasl.]","DG Prunus spinosa -Rosa canina-[Festuco-Bromet.]",0,3,,
268,2.0020000000000000e+03,"15A1b","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","Verbond der matig droge kalkgraslanden","Associatie van Sikkelklaver en Zachte haver ","Subassociatie van Glanshaver","Ass. Sikkelklaver-Zachte haver, sub. Glanshaver","Medicagini-Avenetum arrhenatheretosum",0,1,"14Bc2b","Medicagini-Avenetum pubescentis arrhenateretosum"
269,2.0020000000000000e+03,"15A2a","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","Verbond der matig droge kalkgraslanden","Associatie van Wondklaver & Nachtsilene","Subassociatie van Muurpeper","Ass. Wondklaver en Nachtsilene, subass Muurpeper","Anthyllido-Silenetum  sedetosum",0,1,"14Cb2a","Anthyllido-Silenetum sedetosum"
270,2.0020000000000000e+03,"15A2b","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","Verbond der matig droge kalkgraslanden","Associatie van Wondklaver & Nachtsilene","Subassociatie van Pluimstaartmos","Ass. Wondklaver en Nachtsilene, sub Pluimstaartm","Anthyllido-Silenetum  rhytidiadelphetosum",0,1,"14Cb2b","Anthyllido-Silenetum rhytidiadelphetosum"
271,2.0020000000000000e+03,"15A3","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","Verbond der matig droge kalkgraslanden","Kalkgrasland","nvt","Kalkgrasland","Gentiano-Koelerietum",0,1,"15Aa1","Gentiano-Koelerietum"
272,2.0020000000000000e+03,"13A2","KLASSE DER PIONIERGRASLANDEN OP GRUIS- EN STEENBODEMS","Verbond van Vetkruiden en Kandelaartje","Associatie van Tengere veldmuur","nvt","Associatie van Tengere veldmuur","Cerastietum pumili",0,1,"13Aa1","Cerastietum pumili"
273,2.0020000000000000e+03,"13A1","KLASSE DER PIONIERGRASLANDEN OP GRUIS- EN STEENBODEMS","Verbond van Vetkruiden en Kandelaartje","Associatie van Kandelaartje & Plat beemdgras","nvt","Associatie van Kandelaartje en Plat beemdgras","Saxifrago tridactylitis-Poetum compressae",0,1,"13AA02","Saxifrago tridactylitis-Poetum compressae"
274,2.0020000000000000e+03,"16-a","KLASSE DER VOCHTIGE GRASLANDEN","RG Gestreepte witbol en Echte Koekoeksbloem","nvt","nvt","RG Gestr.witbol- E.Koekoeksbl.-[Kl.vocht.grasl.]","RG Holcus lan.- Lychnis flos-cuculi-[Mol.-Arr.]",0,3,"16RG02","RG Holcus lanatus-Lychnis flos-cuculi-[Molinietalia]"
275,2.0020000000000000e+03,"16-b","KLASSE DER VOCHTIGE GRASLANDEN","RG Veldrus","nvt","nvt","RG Veldrus-[Klasse der vochtige graslanden]","RG Juncus acutiflorus-[Molinio-Arrhenatheretea]",0,3,,
276,2.0020000000000000e+03,"16-c","KLASSE DER VOCHTIGE GRASLANDEN","RG Zinkviooltje (verbindt met Plantagini-Festucion)","nvt","nvt","RG Zinkviooltje-[Vb.Gw.struisgr/Kl.vocht.grasl]","RG Viola calaminaria-[Plant-Festucion/Mol-Arrh]",0,3,"14Bb1c","Festuco-Thymetum serpylli violetosum calaminariae"
277,2.0020000000000000e+03,"16-d","KLASSE DER VOCHTIGE GRASLANDEN","RG Moerasstruisgras/Kruipende boterbloem '(verbindt met Lolio-Potentillion)","nvt","nvt","RG M.struisgr.-Kr.boterbl.-[Z.sch.-v/K.vo.grasl]","RG Agrostis can-Ranunc.rep-[Lol-Potent/Mol-Arrh]",0,3,,
278,2.0020000000000000e+03,"16-f","KLASSE DER VOCHTIGE GRASLANDEN","RG Kamgras, Rood zwenkgras en Moerasrolklaver","nvt","nvt","RG Kamgr.-R.zwenk.-Moerasrolkl.[Kl.vocht.grasl.]","RG Cynosurus -Festuca rub.-Lotus ulig.[Mol-Arr.]",0,3,"16RG03","RG Festuca rubra-Lotus uliginosus-[Molinietalia]"
280,2.0020000000000000e+03,"16-h","KLASSE DER VOCHTIGE GRASLANDEN","RG Zilte rus en  Rood zwenkgras","nvt","nvt","RG Zilte rus en R. zwenkgr.-[Kl. vochtige grasl]","RG Juncus gerardi - Festuca rubra-[Molinio-Arr.]",0,3,,
284,2.0020000000000000e+03,"16/a","KLASSE DER VOCHTIGE GRASLANDEN","DG Ridderzuring","nvt","nvt","DG Ridderzuring-[Klasse der vochtige graslanden]","DG Rumex obtusifolius-[Molinio-Arrhenatheretea]",0,5,,
285,2.0020000000000000e+03,"16/b","KLASSE DER VOCHTIGE GRASLANDEN","DG Akkerdistel","nvt","nvt","DG Akkerdistel-[Klasse der vochtige graslanden]","DG Cirsium arvense-[Molinio-Arrhenatheretea]",0,5,,
286,2.0020000000000000e+03,"16/c","KLASSE DER VOCHTIGE GRASLANDEN","DG Kweek","nvt","nvt","DG Kweek-[Klasse der vochtige graslanden]","DG Elymus repens-[Molinio-Arrhenatheretea]",0,5,,
287,2.0020000000000000e+03,"16/d","KLASSE DER VOCHTIGE GRASLANDEN","DG Pitrus","nvt","nvt","DG Pitrus-[Klasse der vochtige graslanden]","DG Juncus effusus-[Molinio-Arrhenatheretea]",1,5,"16RG04","RG Juncus effusus-[Molinietalia/Lolio-Potentillion]"
288,2.0020000000000000e+03,"16/e","KLASSE DER VOCHTIGE GRASLANDEN","DG Grote brandnetel en Fluitekruid","nvt","nvt","DG Gr.brandnetel-Fluitekruid-[Kl. vocht.grasl.]","DG Urtica dioica - Anthriscus sylv.-[Mol.-Arr.]",0,5,,
289,2.0020000000000000e+03,"16/f","KLASSE DER VOCHTIGE GRASLANDEN","DG Wilg","nvt","nvt","DG Wilg-[Klasse der vochtige graslanden]","DG Salix species-[Molinio-Arrhenatheretea]",0,5,,
290,2.0020000000000000e+03,"16/g","KLASSE DER VOCHTIGE GRASLANDEN","DG Sleedoorn/Hondsroos","nvt","nvt","DG Sleedoorn-Hondsroos-[Kl. vochtige graslanden]","DG Prunus spinosa -Rosa canina-[Molinio-Arrhen.]",0,3,,
291,2.0020000000000000e+03,"16/h","KLASSE DER VOCHTIGE GRASLANDEN","DG Dauwbraam/ Gewone braam","nvt","nvt","DG Dauwbraam- Gew. braam-[Kl. vochtige grasland]","DG Rubus caesius - R. fruticosus-[Molinio-Arrh.]",0,5,,
292,2.0020000000000000e+03,"16A-a","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Blauwe knoop & Blauwe zegge","nvt","RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]","RG Succisa prat.-Carex panicea-[Junco-Molinion]",0,2,"16-RG5-[16Aa]","RG Carex panicea-Succisa pratensis-[Junco-Molinion]"
293,2.0020000000000000e+03,"16A-b","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Kussentjesmos","nvt","RG Kussentjesmos-[Vb. Biezenknoppen - Pijpestr.]","RG Leucobryum glaucum-[Junco-Molinion]",0,2,"nvt","Molinio-Arrhenatheretea"
294,2.0020000000000000e+03,"16A-c","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Moerasstruisgras","nvt","RG Moerasstruisgr.-[Vb. Biezenknop., Pijpestro.]","RG Agrostis canina-[Junco-Molinion]",0,2,"nvt","Molinio-Arrhenatheretea"
296,2.0020000000000000e+03,"16A-f","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Veldrus en Veenmos","nvt","RG Veldrus-Veenmos-[Vb. Biezenknop., Pijpestro.]","RG Juncus acutiflorus -Sphagnum-[Junco-Molinion]",0,3,"nvt","Molinio-Arrhenatheretea"
297,2.0020000000000000e+03,"16A1a","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","Blauwgrasland","Typische subassociatie","Blauwgrasland, typische subassociatie","Cirsio dissecti-Molinietum typicum",0,1,"16Aa1b","Cirsio dissecti-Molinietum typicum"
299,2.0020000000000000e+03,"16A1c","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","Blauwgrasland","Subassociatie van Melkeppe","Blauwgrasland, subassociatie van Melkeppe","Cirsio dissecti-Molinietum peucedanetosum",0,1,"16Aa1c","Cirsio dissecti-Molinietum peucedanetosum"
300,2.0020000000000000e+03,"16A1e","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","Blauwgrasland","Soortenarme subassociatie","Blauwgrasland, soortenarme subassociatie","Cirsio dissecti-Molinietum inops",0,1,"16Aa1","Cirsio dissecti-Molinietum"
301,2.0020000000000000e+03,"16A2a","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","Veldrus-associatie","Typische subassociatie","Veldrus-associatie, typische subassociatie","Crepido-Juncetum typicum",0,1,"16Ab1","Crepido-Juncetum acutiflori"
302,2.0020000000000000e+03,"16A2b","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","Veldrus-associatie","Subassociatie van Rietorchis","Veldrus-associatie, subassociatie van Rietorchis","Crepido-Juncetum orchietosum praetermissae",0,1,"16Ab1","Crepido-Juncetum acutiflori"
303,2.0020000000000000e+03,"16A2c","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","Veldrus-associatie","Soortenarme subassociatie","Veldrus-associatie, soortenarme subassociatie","Crepido-Juncetum inops",0,1,"16Ab1","Crepido-Juncetum acutiflori"
304,2.0020000000000000e+03,"16B-a","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","RG Echte koekoeksbloem, Harlekijn & Riet","nvt","RG Echte koekoeksbl.-Harlekijn-Riet-[Dotter-v.]","RG Lychnis f.-c.-Orchis m.-Phragmites-[Calthion]",0,1,"16Ab3b","Hypericetum tetrapteri orchietosum morionis"
305,2.0020000000000000e+03,"16B-b","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","RG Moerasrolklaver & Echte koekoeksbloem","nvt","RG Moerasrolklaver-Echte koekoeksbl.-[Dotter-v.]","RG Lotus uliginosus - Lychnis flos-cu.[Calthion]",0,2,"16Ab3a","Hypericetum tetrapteri typicum"
306,2.0020000000000000e+03,"16B-c","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","RG Moerasspirea","nvt","RG Moerasspirea-[Dotterbloem-verbond]","RG Filipendula ulmaria-[Calthion palustris]",0,2,"16A",
307,2.0020000000000000e+03,"16B-e","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","RG Tweerijige zegge en Padderus","nvt","RG Tweerijige zegge-Padderus-[Dotterbloem-verb.]","RG Carex disticha-Juncus subnodulosus-[Calthion]",0,2,"16A",
308,2.0020000000000000e+03,"16B/a","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","DG Riet & Rietgras","nvt","DG Riet - Rietgras-[Dotterbloem-verbond]","DG Phragmites - Phalaris arundinacea-[Calthion]",0,4,"16A",
309,2.0020000000000000e+03,"16B/b","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","DG Mannagras","nvt","DG Mannagras-[Dotterbloem-verbond]","DG Glyceria fluitans-[Calthion palustris]",0,4,"16A",
311,2.0020000000000000e+03,"16B/c","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","DG Liesgras","nvt","DG Liesgras-[Dotterbloem-verbond]","DG Glyceria maxima-[Calthion palustris]",0,4,"16A",
321,2.0020000000000000e+03,"16C-a","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Viltig kruiskruid, Bitterkruid en Glanshaver","nvt","RG Viltig kruiskr.-Bitterkr.-Glansh.[Glansh.-v.]","RG Senecio-Picris-Arrhenatherum-[Arrhenatherion]",0,3,"16Bb1b","Arrhenatheretum elatioris festucetosum arundinacea"
322,2.0020000000000000e+03,"16C-b","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Velddravik","nvt","RG Velddravik-[Glanshaver-verbond]","RG Bromus racemosus racemosus-[Arrhenatherion]",0,3,"nvt",
323,2.0020000000000000e+03,"16C-c","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Vogelmelk, Weidegeelster en speenkruid","nvt","RG Vogelmelk-W.geelster-Speenkr.-[Glanshaver-v.]","RG Ornithogalum-Allium-Ranunc.-[Arrhenatherion]",0,3,,
324,2.0020000000000000e+03,"16C-d","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Grote vossestaart en Echte Koekoeksbloem","nvt","RG Grote vossest. - E. Koekoeksbl.-[Glansh.-v.]","RG Alopecurus prat. - Lychnis-[Arrhenatherion]",0,3,"16-RG8-[16C]","RG Alopecurus pratensis-Lychnis flos-cuculi-[Alopecurion/Molinietalia]"
325,2.0020000000000000e+03,"16C-e","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Spits havikskruid","nvt","RG Spits havikskruid-[V.Gw.struisg/Glanshaver-v]","RG Hieracium lact-[Pla-Festucion/Arrhenatherion]",0,3,"16RG12","RG Hieracium lactucella-[Cynosurion/Plantagini-Festucion]"
327,2.0020000000000000e+03,"16C-g","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Zachte dravik","nvt","RG Zachte dravik-[Glanshaver-verbond]","RG Bromus hordeaceus-[Arrhenatherion elatioris]",0,3,,
328,2.0020000000000000e+03,"16C-h","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Rietzwenkgras en Glanshaver","nvt","RG Rietzwenkgras - Glanshaver-[Glanshaver-v.]","RG Festuca arund.-Arrhenatherum-[Arrhenatherion]",0,3,"16Bb1b","Arrhenatheretum elatioris festucetosum arundinacea"
330,2.0020000000000000e+03,"16C-j","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Grote vossestaart en Kweek","nvt","RG Grote vossestaart -Kweek-[Glanshaver-verbond]","RG Alopecurus prat.-Elymus rep.-[Arrhenatherion]",0,4,"16RG09","RG Alopecurus pratensis-Elymus repens-[Arrhenatheretalia]"
331,2.0020000000000000e+03,"16C-k","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Bereklauw, Fluitekruid  en Grote vossestaart","nvt","RG Bereklauw-Fluitekr.-Gr.vossest.[Glansh.-vb.]","RG Heracleum-Anthriscus-Alopecurus-[Arrhenathe.]",0,5,,
332,2.0020000000000000e+03,"16C1a","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kievitsbloem associatie","Typische subassociatie","Kievitsbloem associatie, typische subassociatie","Fritillario-Alopecuretum typicum",0,1,"16Ba1b","Fritillario-Alopecuretum pratensis typicum"
333,2.0020000000000000e+03,"16C1b","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kievitsbloem associatie","Subassociatie van Dotterbloem","Kievitsbloem associatie, subassoc. v Dotterbloem","Fritillario-Alopecuretum calthetosum",0,1,"16Ba1c","Fritillario-Alopecuretum pratensis calthetosum"
334,2.0020000000000000e+03,"16C2","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Gemeenschap van Grote pimpernel en Weidekervel ","nvt","Gemeenschap van Grote pimpernel en Weidekervel","Sanguisorbo-Silaetum",0,1,"16Ba2","Sanguisorbo-Silaetum"
335,2.0020000000000000e+03,"16C3a","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Glanshaver-associatie","Typische subassociatie","Glanshaver-associatie, typische subassociatie","Arrhenatheretum typicum",0,3,"16Bb1a","Arrhenatheretum elatioris typicum"
336,2.0020000000000000e+03,"16C3b","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Glanshaver-associatie","Subassociatie van Groot streepzaad","Glanshaver-associatie, subass. Groot streepzaad","Arrhenatheretum crepidetosum biennis",0,1,"16Bb1a","Arrhenatheretum elatioris typicum"
338,2.0020000000000000e+03,"16C3d","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Glanshaver-associatie","Subassociatie van Sikkelklaver","Glanshaver-associatie, subassoc. v Sikkelklaver","Arrhenatheretum medicaginetosum falcatae",0,1,"16Bb1d","Arrhenatheretum elatioris medicaginetosum falcatae"
340,2.0020000000000000e+03,"16C4a","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kamgrasweide","Typische subassociatie","Kamgrasweide, typische subassociatie","Lolio-Cynosuretum typicum",0,3,"16BC01A","Lolio-Cynosuretum typicum"
341,2.0020000000000000e+03,"16C4b","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kamgrasweide","Subassociatie van Kattedoorn","Kamgrasweide, subassociatie van Kattedoorn","Lolio-Cynosuretum ononietosum",0,1,,
342,2.0020000000000000e+03,"16C4c","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kamgrasweide","Subassociatie van Veldbies","Kamgrasweide, subassociatie van Veldbies","Lolio-Cynosuretum luzuletosum campestris",0,1,"16BC1D","Lolio-Cynosuretum plantaginetosum mediae"
343,2.0020000000000000e+03,"16C4d","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kamgrasweide","Subassociatie van Sikkelklaver","Kamgrasweide, subassociatie van Sikkelklaver","Lolio-Cynosuretum medicaginetosum falcatae",0,1,"16BC1D","Lolio-Cynosuretum plantaginetosum mediae"
344,2.0020000000000000e+03,"16C4e","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kamgrasweide","Subassociatie van aarddistel","Kamgrasweide, subassociatie van aarddistel","Lolio-Cynosuretum cirsietosum acaulae",0,1,"16Bc2","Galio-Trifolietum"
345,2.0020000000000000e+03,"16C4f","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Kamgrasweide","Subassociatie van Veldgerst en Behaarde boterboem","Kamgrasweide, subass Veldgerst en Behaar.boterbl","Lolio-Cynosuretum ranunculetosum sardoui",0,3,,
347,2.0020000000000000e+03,"19-e","KLASSE DER HEISCHRALE GRASLANDEN","RG Pijpestrootje (verbindt met Oxycocco-Sphagnetea)","nvt","nvt","RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras]","RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea]",0,4,"11-RG2-[11]","RG Molinea caerulea-[Oxycocco-Sphagnetea]"
348,2.0020000000000000e+03,"19-f","KLASSE DER HEISCHRALE GRASLANDEN","RG (Kruip)wilg","nvt","nvt","RG Wilg-[Klasse der heischrale graslanden]","RG Salix species-[Nardetea]",0,4,"nvt","Nardetea"
349,2.0020000000000000e+03,"19-g","KLASSE DER HEISCHRALE GRASLANDEN","RG Schapezuring","nvt","nvt","RG Schapezuring-[Klasse d heischrale graslanden]","RG Rumex acetosella-[Nardetea]",0,4,,
350,2.0020000000000000e+03,"19/a","KLASSE DER HEISCHRALE GRASLANDEN","DG Pitrus","nvt","nvt","DG Pitrus-[Klasse der heischrale graslanden]","DG Juncus effusus-[Nardetea]",1,5,,
351,2.0020000000000000e+03,"19A-a","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","RG Gewone Vleugeltjesbloem","nvt","RG Gewone vleugeltjesbl.-[Vb. heischrale grasl.]","RG Polygala vulgaris-[Nardo-Galion saxatilis]",0,1,"19Aa3","Botrychio-Polygaletum"
352,2.0020000000000000e+03,"19A-b","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","RG Welriekende nachtorchis en Reukgras","nvt","RG Welr.nachtorchis-Reukgras-[Vb.heischr.grasl.]","RG Platanthera - Anthoxanthum od.-[Nardo-Galion]",0,1,"nvt",
354,2.0020000000000000e+03,"19A1","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","Associatie van Liggend walstro en Schapegras","nvt","Associatie van Liggend walstro en Schapegras","Galio hercynici-Festucetum ovinae",0,1,"19Aa1","Galio hercynici-Festucetum ovinae"
355,2.0020000000000000e+03,"19A2","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","Associatie van Klokjesgentiaan en Borstelgras","nvt","Associatie van Klokjesgentiaan en Borstelgras","Gentiano pneumonanthes-Nardetum",0,1,"19Aa2","Gentiano pneumonanthes-Nardetum"
356,2.0020000000000000e+03,"19A3","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","Associatie van Maanvaren en Vleugeltjesbloem","nvt","Associatie van Maanvaren en Vleugeltjesbloem","Botrychio-Polygaletum",0,1,"19Aa3","Botrychio-Polygaletum"
357,2.0020000000000000e+03,"19A4","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","Associatie van Betonie en Gevinde kortsteel","nvt","Associatie van Betonie en Gevinde kortsteel","Betonico-Brachypodietum",0,1,"19Aa4","Betonico-Brachypodietum"
358,2.0020000000000000e+03,"20-b","KLASSE DER DROGE HEIDEN","RG Bochtige Smele (verbindt met Nardetea)","nvt","nvt","RG Bochtige smele-[Kl.heischral.gras/Kl.dro.hei]","RG Deschampsia flexuosa-[Nardetea/Call-Ulicetea]",0,4,"19-RG2-[19/20]","RG Deschampsia flexuosa-[Nardetea/Calluno-Ulicetea]"
359,2.0020000000000000e+03,"20-c","KLASSE DER DROGE HEIDEN","RG Brem","nvt","nvt","RG Brem-[Klasse der droge heiden]","RG Cytisus scoparius-[Calluno-Ulicetea]",0,3,"20-RG1-[20/19]","RG Cytisus scoparius-[Calluno-Ulicetea/Nardetea]"
360,2.0020000000000000e+03,"20/a","KLASSE DER DROGE HEIDEN","DG Gaspeldoorn","nvt","nvt","DG Gaspeldoorn-[Klasse der droge heiden]","DG Ulex europaeus-[Calluno-Ulicetea]",0,3,"nvt","Calluno-Ulicetea"
361,2.0020000000000000e+03,"20A1a","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Stekelbrem","Typische subassociatie","Ass. v Struikhei en Stekelbrem, typische subass.","Genisto anglicae-Callunetum typicum",0,2,"20Aa1b","Genisto anglicae-Callunetum typicum"
363,2.0020000000000000e+03,"20A1d","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Stekelbrem","Subassociatie van Tandjesgras","Ass. Struikhei en Stekelbrem, subass. Tandjesgr.","Genisto anglicae-Callunetum danthonietosum",0,1,"20Aa1d","Genisto anglicae-Callunetum danthonietosum"
365,2.0020000000000000e+03,"20A2","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Bosbes","nvt","Associatie van Struikhei en Bosbes","Vaccinio-Callunetum",0,2,"20AA02","Vaccinio-Callunetum"
366,2.0020000000000000e+03,"20A3a","KLASSE DER DROGE HEIDEN","Kraaiheide-verbond","Associatie van Kraaihei","Typische subassociatie","Associatie van Kraaihei, typische subassociatie","Hieracio-Empetretum typicum",0,1,"20Aa1c","Genisto anglicae-Callunetum lophozietosum ventricosae"
367,2.0020000000000000e+03,"20A3b","KLASSE DER DROGE HEIDEN","Kraaiheide-verbond","Associatie van Kraaihei","Subassociatie van Cladonia","Associatie v Kraaihei, subassociatie v Cladonia","Hieracio-Empetretum cladonietosum",0,1,"20Ab1","Carici arenariae-Empetretum"
368,2.0020000000000000e+03,"20A3c","KLASSE DER DROGE HEIDEN","Kraaiheide-verbond","Associatie van Kraaihei","Subassociatie van Eikvaren en Schermhavikskruid","Ass. Kraaihei, subass. Eikvaren-Schermhavikskr.","Hieracio-Empetretum polypodietosum",0,1,"20Ab2","Polypodio-Empetretum"
370,2.0020000000000000e+03,"20A3d","KLASSE DER DROGE HEIDEN","Kraaiheide-verbond","Associatie van Kraaihei","Soortenarme subassociatie","Associatie v Kraaihei, soortenarme subassociatie","Hieracio-Empetretum inops",0,2,"20Aa1d","Genisto anglicae-Callunetum danthonietosum"
371,2.0020000000000000e+03,"20-a","KLASSE DER DROGE HEIDEN","RG Kruipwilg en Wintergroen","nvt","nvt","RG Kruipwilg - Wintergroen-[Kl. d droge heiden]","RG Salix repens - Pyrola rot.-[Calluno-Ulicetea]",0,1,"20Ab4","Pyrolo-Salicetum"
372,2.0020000000000000e+03,"18-b","KLASSE VAN GLADDE WITBOL EN HAVIKSKRUIDEN","RG Adelaarsvaren","nvt","nvt","RG Adelaarsvaren-[Kl. Gladde witbol, Havikskr.]","RG Pteridium aquilinum-[Melampyro-Holcetea mol.]",0,3,"18RG01","RG Pteridium aquilinum-[Melampyro-Holcetea mollis]"
373,2.0020000000000000e+03,"18/a","KLASSE VAN GLADDE WITBOL EN HAVIKSKRUIDEN","DG Reuzenbereklauw","nvt","nvt","DG Reuzenbereklauw-[Kl. Glad. witbol, Havikskr.]","DG Heracleum mantegazzianum-[Melampyro-Holcetea]",0,5,,
374,2.0020000000000000e+03,"18A1","KLASSE VAN GLADDE WITBOL EN HAVIKSKRUIDEN","Verbond van gladde Witbol en Havikskruiden","Associatie van Valse salie en Echte Gulden roede","nvt","Associatie van Valse salie en Echte Guldenroede","Hyperico pulchri-Melampyretum pratensis",0,3,"18Aa1","Hyperico pulchri-Melampyretum pratensis"
381,2.0020000000000000e+03,"10-k","KLASSE VAN HOOGVEENSLENKEN","RG Gewone waterbies - Veenmos [Klasse der hoogveenslenken]","nvt","nvt","RG Gewone waterbies-Veenmos-[Kl.hoogveenslenken]","RG Eleocharis palustris pa.-Sphagnum-[Scheuchz.]",0,3,"nvt","Scheuchzerietea"
384,2.0020000000000000e+03,"11/c","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","DG Berk","nvt","nvt","DG Berk-[Kl. d hoogveenbulten, natte heiden]","DG Betula species-[Oxycocco-Sphagnetea]",0,5,"nvt","Oxycocco-Sphagnetea"
